Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"EE RED Ayodhya, Vikas Bhawan, Ayodhya","EE RED Ayodhya, Vikas Bhawan, Ayodhya",1.0,SBI Bank,08-Feb-2026 04:00 PM,17-Feb-2026 03:00 PM,08-Feb-2026 04:00 PM,17-Feb-2026 12:00 PM,NA ,NA ,08-Feb-2026 04:00 PM,17-Feb-2026 12:00 PM,06-Mar-2026 12:00 PM,"Under District Ayodhya, In Gram Panchayat Salarpur, in Khand Mashodha, a shed at Bala Pokhar Hanuman Ji Sthan is in a public place, Lot No 2","Under District Ayodhya, In Gram Panchayat Salarpur, in Khand Mashodha, a shed at Bala Pokhar Hanuman Ji Sthan is in a public place, Lot No 2",Please refer Tender documents. ,NA ,"21,18,000",Civil Works,NA ,Tender,90.0,90.0,AYODHYA,224001.0,"EE RED Ayodhya, Vikas Bhawan, Ayodhya ","EE RED Ayodhya, Vikas Bhawan, Ayodhya  ",10-Feb-2026 11:00 AM ,"EE RED Ayodhya, Vikas Bhawan, Ayodhya",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,4404/EE RED Ayodhya/25-26 Dt 06/01/2026,2026_REDUP_1113578_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"42,360",No,percentage,2.0%,Nil,Nil,"1,180",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,AOC,Er M K Lodhi EE RED Ayodhya,Internal,,Mahendra Kumar,14-May-2026 07:29 PM,finsummary_2062196.pdf (515.77 KB),Technical,Summary,Munesh Kumar Lodhi,18-Feb-2026 09:39 PM,,Er Munesh Kumar Lodhi EE RED Ayodhya,Internal,"Er Munesh Kumar Lodhi EE RED Ayodhya, Er M K Singh AE RED Ayodhya, Mr Harendra Kumar DAO RED Ayodhya",Mahendra Kumar,28-Feb-2026 09:37 AM,06-Mar-2026 12:00 PM,techsummary_2062196.pdf (8036.62 KB),Finance,Summary,Munesh Kumar Lodhi,09-Mar-2026 01:49 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,2026_REDUP_1113578_2,4404/EE RED Ayodhya/25-26 Dt 06/01/2026,"Under District Ayodhya, In Gram Panchayat Salarpur, in Khand Mashodha, a shed at Bala Pokhar Hanuman Ji Sthan is in a public place, Lot No 2",1.0,5861984.0,NEERAJ KUMAR SINGH CONTRACTOR,INR,"2,497,632",1,5862088,CHANDRA PRAKASH SINGH CONSTRUCTION,11-Feb-2026 01:17 PM,Rejected-Finance,Rejected,14-May-2026 07:29 PM,14-May-2026,"INR 2,497,632",90.0,Mahendra Kumar,14-May-2026 08:26 PM,4404_2.pdf (516.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5861984,NEERAJ KUMAR SINGH CONTRACTOR,11-Feb-2026 12:54 PM,Accepted-AOC,AoC,14-May-2026 08:26 PM,,,,,,,AOC
