Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,04-May-2026 04:58 PM,08-May-2026 12:30 PM,techsummary_2131020.pdf (206.46 KB),Technical,Summary,ShashiBhushan Yadav,04-May-2026 04:48 PM,technical_2131020.pdf,12-May-2026,"INR 1,465,742.55",90.0,ShashiBhushan Yadav,12-May-2026 09:16 PM,Suthiyana.pdf (451.00 KB),1,6074715,KESHAV ENTERPRISES,29-Apr-2026 09:37 AM,Rejected-Finance,L2,11-May-2026 05:12 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,2026_REDUP_1141137_14,234/EERED/GBN/Dt-20.03.2026,C.C. road construction work from Bal Krishna Jha house in Balaji Puram to Durga Temple in Village Sutyana.,1.0,6074798.0,YASHIKA CONSTRUCTION CO.,INR,"1,465,742.55",SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,11-May-2026 05:12 PM,finsummary_2131020.pdf (206.46 KB),Finance,Summary,ShashiBhushan Yadav,08-May-2026 04:51 PM,finance_2131020.pdf,BOQ Comparative Chart,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,234/EERED/GBN/Dt-20.03.2026,2026_REDUP_1141137_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"30,000",No,fixed,,Nil,Nil,EE RED GBN,EE RED GBN,24-Apr-2026 12:15 AM,29-Apr-2026 04:00 PM,24-Apr-2026 10:00 AM,29-Apr-2026 12:00 PM,NA ,NA ,24-Apr-2026 10:00 AM,29-Apr-2026 12:00 PM,08-May-2026 12:15 AM,768.0,Nil,Nil,No,1.0,SBI Bank,C.C. road construction work from Bal Krishna Jha house in Balaji Puram to Durga Temple in Village Sutyana.,C.C. road construction work from Bal Krishna Jha house in Balaji Puram to Durga Temple in Village Sutyana.,Civil Work  ,NA ,"14,69,000",Civil Works,NA ,Tender,90.0,90.0,EE RED GBN,201306.0,NA ,NA ,NA ,EE RED GBN,No ,No,1,Fee/PreQual/Technical,.pdf,T1,AOC
,,,,,,,,,,,,,,,,,,2,6074798,YASHIKA CONSTRUCTION CO.,29-Apr-2026 09:57 AM,Accepted-AOC,L1,12-May-2026 09:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
