Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"1,000",BDO SOHANV,SOHANV,No,BDO SOHANV,BDO OFFICE SOHANV,1,DD - Demand Draft,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Sohaon,100 DATE 23-04-2026 LOT NO 1,2026_RDUP_1141713_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,25-Apr-2026 10:00 AM,06-May-2026 12:00 PM,25-Apr-2026 10:00 AM,05-May-2026 12:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,05-May-2026 12:00 PM,11-May-2026 06:15 PM,"gangahara mein kampojit vidyaalay par get,chaaradeevaaree ka uchcheekaran evan engal taar lagaane ka kaary","gangahara mein kampojit vidyaalay par get,chaaradeevaaree ka uchcheekaran evan engal taar lagaane ka kaary",REFER NIT ,NA ,"9,90,000",Civil Works,NA ,Tender,90.0,90.0,KP SOHANV,277504.0,NA ,NA ,NA ,BDO OFFICE SOHANV,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"19,800",No,fixed,,BDO SOHANV,SOHANV,AOC,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Sohaon,2026_RDUP_1141713_1,100 DATE 23-04-2026 LOT NO 1,"gangahara mein kampojit vidyaalay par get,chaaradeevaaree ka uchcheekaran evan engal taar lagaane ka kaary",Technical,Bid Opening Summary,DEVRAJ PATEL,11-May-2026 05:54 PM,,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",Internal,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",DEVRAJ PATEL,12-May-2026 06:49 PM,finsummary_2132140.pdf (413.58 KB),1.0,6085217.0,RUDRA CONSTRUCTION & SUPPLIERS,INR,"989,307",1.0,6085155.0,DIWAN YADAV,03-May-2026 05:20 PM,Rejected-AOC,L2,12-May-2026 07:09 PM,12-May-2026,"INR 989,307",90.0,DEVRAJ PATEL,12-May-2026 07:10 PM,1.pdf (59.00 KB),AOC,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",Internal,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",DEVRAJ PATEL,11-May-2026 06:03 PM,11-May-2026 06:15 PM,techsummary_2132140.pdf (413.58 KB),Finance,Bid Opening Summary,DEVRAJ PATEL,12-May-2026 04:39 PM,,BOQ Comparative Chart,AOC
,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Fee/PreQual/Technical,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,6085073.0,M/S KAPILESHWARI CONSTRUCTION,03-May-2026 04:11 PM,Rejected-AOC,L3,12-May-2026 07:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,6085217.0,RUDRA CONSTRUCTION & SUPPLIERS,03-May-2026 05:14 PM,Accepted-AOC,L1,12-May-2026 07:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
