Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,07_04/Mpy/KHERI/2026-27,2026_REDUP_1138358_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"29,000",No,fixed,,Nil,Nil,856.0,Nil,Nil,No,1.0,SBI Bank,Interlocking construction work of approximately 233 meters from house of Sudhir Srivastava to house of Bhole Kumar in Gram Panchayat Durgapur Padri. Block Isanagar,Interlocking construction work of approximately 233 meters from house of Sudhir Srivastava to house of Bhole Kumar in Gram Panchayat Durgapur Padri. Block Isanagar,Please Refer Tender Document ,NA ,"14,20,400",Civil Works,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,25-Apr-2026 12:00 PM,02-May-2026 12:30 PM,25-Apr-2026 12:00 PM,02-May-2026 12:00 PM,NA ,NA ,25-Apr-2026 12:00 PM,02-May-2026 12:00 PM,07-May-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical PDF,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur Kheri,AOC,Technical,Recommended for Technical Evaluation,Rajendra Nath Chaturvedi,02-May-2026 06:13 PM,technical_2125499.pdf,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,11-May-2026 05:22 PM,finsummary_2125499.pdf (252.55 KB),Finance,Recommended for Financial Evaluation,Rajendra Nath Chaturvedi,07-May-2026 02:21 PM,finance_2125499.pdf,BOQ Comparative Chart,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,04-May-2026 07:51 PM,07-May-2026 12:00 PM,techsummary_2125499.pdf (556.53 KB),14-May-2026,"INR 1,420,115",60.0,Rajendra Nath Chaturvedi,20-May-2026 03:51 PM,AOC_07_04.pdf (305.00 KB),1.0,6081725.0,M/s Mannat Construction,INR,"1,420,115",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2026_REDUP_1138358_1,07_04/Mpy/KHERI/2026-27,Interlocking construction work of approximately 233 meters from house of Sudhir Srivastava to house of Bhole Kumar in Gram Panchayat Durgapur Padri. Block Isanagar,1,6081725,M/s Mannat Construction,01-May-2026 02:04 PM,Accepted-AOC,Accepted,20-May-2026 03:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill Of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6081821,SWIKRIT CONSTRUCTIONS,01-May-2026 02:44 PM,Rejected-Finance,2nd Lowest Bidder,11-May-2026 05:22 PM,AOC
