Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Sohaon,100 DATE 23-04-2026 LOT NO 6,2026_RDUP_1141725_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,gangahara mein seesee rod se ramesh raay ke khet hote tejanaaraayan ke khet taraph seesee rod ka kaary,gangahara mein seesee rod se ramesh raay ke khet hote tejanaaraayan ke khet taraph seesee rod ka kaary,REFER NIT DOC ,NA ,"9,39,000",Civil Works,NA ,Tender,90.0,90.0,KP SOHANV,277504.0,NA ,NA ,NA ,BDO OFFICE SOHANV,No ,No,BDO SOHANV,BDO OFFICE SOHANV,"1,000",BDO SOHANV,SOHANV,No,25-Apr-2026 10:00 AM,06-May-2026 12:00 PM,25-Apr-2026 10:00 AM,05-May-2026 12:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,05-May-2026 12:00 PM,11-May-2026 06:15 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"18,800",No,fixed,,BDO SOHANV,SOHANV,1,DD - Demand Draft,AOC,1.0,6085133.0,DIWAN YADAV,03-May-2026 05:17 PM,Rejected-AOC,L2,12-May-2026 07:16 PM,12-May-2026,"INR 938,342.7",90.0,DEVRAJ PATEL,12-May-2026 07:16 PM,6.pdf (59.00 KB),AOC,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",Internal,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",DEVRAJ PATEL,11-May-2026 06:12 PM,11-May-2026 06:15 PM,techsummary_2132157.pdf (413.58 KB),Finance,Bid Opening Summary,DEVRAJ PATEL,12-May-2026 04:44 PM,,BOQ Comparative Chart,Technical,Bid Opening Summary,DEVRAJ PATEL,11-May-2026 05:53 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Sohaon,2026_RDUP_1141725_1,100 DATE 23-04-2026 LOT NO 6,gangahara mein seesee rod se ramesh raay ke khet hote tejanaaraayan ke khet taraph seesee rod ka kaary,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",Internal,,DEVRAJ PATEL,12-May-2026 04:48 PM,finsummary_2132157.pdf (413.58 KB),1.0,6085196.0,RUDRA CONSTRUCTION & SUPPLIERS,INR,"938,342.7",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,2,BC - Bankers Cheque,AOC,2.0,6085056.0,M/S KAPILESHWARI CONSTRUCTION,03-May-2026 04:09 PM,Rejected-AOC,L3,12-May-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC,3.0,6085196.0,RUDRA CONSTRUCTION & SUPPLIERS,03-May-2026 05:05 PM,Accepted-AOC,L1,12-May-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
