Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur","21,500",No,fixed,,UPSCIDCO,SAHARANPUR,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"Under Vidhayak Nidhi Yojna (Shri Devendra Nim ji, MLA) Construction of CC Road and Side Drain work from Satpal Pandit house to Anil farm and Harpal house to Om Prakash house related gali Omkar house at Vill Umaahikalan Block Rampur Maniharan, Distric","Under Vidhayak Nidhi Yojna (Shri Devendra Nim ji, MLA) Construction of CC Road and Side Drain work from Satpal Pandit house to Anil farm and Harpal house to Om Prakash house related gali Omkar house at Vill Umaahikalan Block Rampur Maniharan, Distric",Please refer Tender documents. ,NA ,"10,73,051",Civil Works,NA ,Tender,90.0,NA ,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,32/EE/SRE/E-TENDER/2026-27,2026_SCIDC_1148363_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,14-May-2026 02:00 PM,21-May-2026 11:00 AM,14-May-2026 02:00 PM,21-May-2026 10:00 AM,NA ,NA ,14-May-2026 02:00 PM,21-May-2026 10:00 AM,23-May-2026 02:00 PM,"1,652",UPSCIDCO,SAHARANPUR,No,AOC,Finance,Finance Bid Evaluation Summary,Vinod Kumar Kardam,29-May-2026 05:58 PM,finance_2149456.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - A.A.O.",Vinod Kumar Kardam,23-May-2026 12:54 PM,23-May-2026 02:00 PM,techsummary_2149456.pdf (333.80 KB),Technical,Technical_Evaluation_Summary,Vinod Kumar Kardam,23-May-2026 12:53 PM,technical_2149456.pdf,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - A.A.O.",Vinod Kumar Kardam,29-May-2026 06:00 PM,finsummary_2149456.pdf (333.81 KB),05-Jun-2026,"INR 1,071,977",90.0,Vinod Kumar Kardam,29-May-2026 06:09 PM,aoc.pdf (849.00 KB),AWARD OF CONTRACT for Construction of CC Road and Side Drain work from Satpal Pandit house to Anil farm and Harpal house to Om Prakash house related gali Omkar house at Vill Umaahikalan Block Rampur,1.0,6132736.0,SATYA DEV CONSTRUCTION CO.,INR,"1,071,977",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1148363_1,32/EE/SRE/E-TENDER/2026-27,"Under Vidhayak Nidhi Yojna (Shri Devendra Nim ji, MLA) Construction of CC Road and Side Drain work from Satpal Pandit house to Anil farm and Harpal house to Om Prakash house related gali Omkar house at Vill Umaahikalan Block Rampur Maniharan, Distric",1,6132615,KARAM VIR SINGH CONTRACTOR,20-May-2026 11:43 PM,Rejected-Finance,Being L2,29-May-2026 06:00 PM,AOC
,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6132736,SATYA DEV CONSTRUCTION CO.,21-May-2026 05:46 AM,Accepted-AOC,Being L1,29-May-2026 06:09 PM,AOC
