Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 2671 date 16-03-2026,2026_REDUP_1143696_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of CC Road at Salori main road to Gandhi Park tak,Construction of CC Road at Salori main road to Gandhi Park tak,Please refer Tender documents. ,NA ,"22,25,000",Civil Works,NA ,Tender,90.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,1,Fee/PreQual/Technical,.pdf,pdf,29-Apr-2026 05:15 PM,05-May-2026 01:00 PM,29-Apr-2026 05:15 PM,05-May-2026 12:30 PM,NA ,NA ,29-Apr-2026 05:15 PM,05-May-2026 12:30 PM,14-May-2026 01:00 PM,"2,500",Nil,Nil,No,eeredallahabad,eeredallahabad,"45,000",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,12-May-2026 07:41 PM,14-May-2026 01:00 PM,techsummary_2136473.pdf (417.12 KB),Finance,d,Satyaprakash Mishra,14-May-2026 06:58 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,14-May-2026 07:10 PM,finsummary_2136473.pdf (754.41 KB),Technical,d,Satyaprakash Mishra,12-May-2026 07:25 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1143696_2,Notice No. 2671 date 16-03-2026,Construction of CC Road at Salori main road to Gandhi Park tak,1.0,6085603.0,ABHISHEK ASSOCIATE,INR,"2,219,094.82",1,6085603,ABHISHEK ASSOCIATE,03-May-2026 07:06 PM,Accepted-AOC,accepted,14-May-2026 07:14 PM,14-May-2026,"INR 2,219,094.82",90.0,Satyaprakash Mishra,14-May-2026 07:14 PM,gandhi.pdf (754.00 KB),AWARD OF CONTRACT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6086453,GAURAV ASSOCIATE,04-May-2026 09:37 AM,Rejected-Finance,Higher,14-May-2026 07:10 PM,,,,,,,,AOC
