Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,354",Nil,Nil,No,"1,92,000",No,fixed,,Nil,Nil,LOT2,As per the NIT,Please refer Tender documents. ,NA ,"95,82,000",Civil Works,NA ,Tender,90.0,45.0,Meerut,250001.0,Office of SE 1st IWC Meerut ,Office of SE 1st IWC Meerut ,12-Jan-2026 01:00 PM ,Office of SE 1st IWC Meerut,No ,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut",13/SE-1/2025-26,2026_UPIDC_1104923_2,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical,SE 1st IWC,Office of SE 1st IWC Meerut,09-Jan-2026 10:00 AM,16-Jan-2026 04:00 PM,09-Jan-2026 10:00 AM,16-Jan-2026 03:00 PM,NA ,NA ,09-Jan-2026 10:00 AM,16-Jan-2026 03:00 PM,23-Jan-2026 09:00 AM,AOC,Mr. Ramesh Chandra,Internal,Mr. Bhartendu Gaur,ramesh chandra,23-Jan-2026 07:41 PM,finsummary_2038631.pdf (636.98 KB),Technical,02 bidder admitted,ramesh chandra,21-Jan-2026 07:05 PM,technical_2038631.pdf,Mr. Ramesh Chandra,Internal,Mr. Bhartendu Gaur,ramesh chandra,21-Jan-2026 07:08 PM,23-Jan-2026 09:00 AM,techsummary_2038631.pdf (1033.68 KB),Finance,L1 Details,ramesh chandra,23-Jan-2026 07:39 PM,finance_2038631.pdf,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut",2026_UPIDC_1104923_2,13/SE-1/2025-26,LOT2,1.0,5808830.0,SIDDHARTHALAXMI ENGITECH PVT LTD,INR,"6,913,291.24",1,5809065,AASHTA CONSTRUCTION,16-Jan-2026 02:20 PM,Rejected-Finance,L2,23-Jan-2026 07:41 PM,25-May-2026,"INR 6,913,291.24",45.0,ramesh chandra,25-May-2026 06:48 PM,AOC13SELOT2.pdf (379.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5808830,SIDDHARTHALAXMI ENGITECH PVT LTD,16-Jan-2026 12:26 PM,Accepted-AOC,L1,25-May-2026 06:48 PM,,,,,,,,AOC
