EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"14,655",Yes,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,154/RED/ENIV/NIR/25-26 Dt 09-01-2026,2026_REDUP_1111604_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,NIT with T1,Shahnagar Ratanpur Pradhanmantri Marg se Sonbarsha Khadanza tak Rabarmold Interlocking ka Nirman Karya,Shahnagar Ratanpur Pradhanmantri Marg se Sonbarsha Khadanza tak Rabarmold Interlocking ka Nirman Karya,Shahnagar Ratanpur Pradhanmantri Marg se Sonbarsha Khadanza tak Rabarmold Interlocking ka Nirman Karya ,NA ,"7,32,760",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,02-Feb-2026 05:00 PM,08-Feb-2026 12:30 PM,02-Feb-2026 05:00 PM,08-Feb-2026 12:00 PM,NA ,NA ,02-Feb-2026 05:00 PM,08-Feb-2026 12:00 PM,26-Feb-2026 01:00 PM,950.0,Nil,Nil,No,EE RED GONDA,EE RED GONDA,AOC,1,5849248,OM CONSTRUCTION,07-Feb-2026 06:26 AM,Rejected-Finance,L2,13-May-2026 08:25 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1111604_12,154/RED/ENIV/NIR/25-26 Dt 09-01-2026,Shahnagar Ratanpur Pradhanmantri Marg se Sonbarsha Khadanza tak Rabarmold Interlocking ka Nirman Karya,1.0,5845446.0,Vishnu Pratap Singh,INR,"732,393.62",Finance,Summary,Jay Bahadur Singh,13-May-2026 07:22 AM,,BOQ Comparative Chart,EE RED GONDA,Internal,Er JB Singh EE Er VK Pathak AE Sri LK Chakravarti DAO,Jay Bahadur Singh,13-May-2026 08:25 AM,finsummary_2054462.pdf (193.57 KB),EE RED GONDA,Internal,Er JB Singh EE Er VK Pathak AE Sri LK Chakravarti DAO,Jay Bahadur Singh,26-Feb-2026 12:19 PM,26-Feb-2026 01:00 PM,techsummary_2054462.pdf (464.28 KB),Technical,Summary,Jay Bahadur Singh,26-Feb-2026 11:27 AM,,13-May-2026,"INR 732,393.62",120.0,Jay Bahadur Singh,13-May-2026 08:27 AM,12V.pdf (194.00 KB),bond,AOC
,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5845446,Vishnu Pratap Singh,06-Feb-2026 03:38 PM,Accepted-AOC,L1,13-May-2026 08:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
