Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi",04/SE/2025-26,2026_UPIDC_1122058_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Anti-erosion work for protection of Budhe Nath Mahadev Baba mandir Saidpur Town Area situated on left bank of River Ganga in District- Ghazipur,Anti-erosion work for protection of Budhe Nath Mahadev Baba mandir Saidpur Town Area situated on left bank of River Ganga in District- Ghazipur,Please refer Tender documents. ,NA ,"2,05,00,000",Civil Works,NA ,Tender,90.0,60.0,Saidpur District - Ghazipur,233304.0,NA ,NA ,NA ,"S.E.Irrigation Construction Circle, Varanasi",No ,No,13-Apr-2026 02:00 PM,18-Apr-2026 03:00 PM,13-Apr-2026 02:00 PM,18-Apr-2026 02:00 PM,NA ,NA ,13-Apr-2026 02:00 PM,18-Apr-2026 02:00 PM,22-Apr-2026 04:00 PM,"2,714",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,"4,10,000",No,fixed,,Nil,Nil,"S.E.Irrigation Construction Circle, Varanasi","Superintending Engineer, Irrigation Construction Circle, Varanasi.",AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi",2026_UPIDC_1122058_13,04/SE/2025-26,Anti-erosion work for protection of Budhe Nath Mahadev Baba mandir Saidpur Town Area situated on left bank of River Ganga in District- Ghazipur,1,6052203,M.R. CONSULTANTS & CONSTRUCTIONS,18-Apr-2026 11:44 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Apr-2026 12:35 PM,Finance,Financial evaluation,Seemant Seemant,30-Apr-2026 12:16 PM,,BOQ Comparative Chart,SEEMANT,Internal,G.C.SINGH,Seemant Seemant,30-Apr-2026 12:19 PM,finsummary_2121795.pdf (106.01 KB),1.0,6055260.0,M/S OM PRAKASH PANDEY,INR,"19,241,210",Technical,Technical evaluation,Seemant Seemant,20-Apr-2026 12:35 PM,technical_2121795.pdf,30-Apr-2026,"INR 19,241,210",60.0,Seemant Seemant,04-May-2026 01:35 PM,7saidpur.pdf (731.00 KB),AOC,SEEMANT,Internal,G.C.SINGH,Seemant Seemant,22-Apr-2026 03:39 PM,22-Apr-2026 04:00 PM,techsummary_2121795.pdf (106.01 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Documents,,,,,,,,,AOC,,,,,2,6055260,M/S OM PRAKASH PANDEY,18-Apr-2026 11:22 AM,Accepted-AOC,L1,04-May-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,6055156,M/s Shivam Construction Company,18-Apr-2026 01:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Apr-2026 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
