Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
21-Apr-2026,"INR 14,753,305.62",365.0,DHRUV CHANDRA VERMA,11-May-2026 03:11 PM,55555.pdf (483.00 KB),ok,1.0,6021798.0,m/s satish chandra jaiswal,INR,"14,753,305.62","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh",2026_UPIDC_1118524_6,09/S.E/XVI/2025-26,Restoration and demarcation of canal land from km. 0.000 to km 36.600 of Sagra Dy in Distt. Pratapgarh,1,6021250,Ms A S Construction,30-Mar-2026 01:44 PM,Rejected-Technical,DisQualified,06-Apr-2026 05:45 PM,Technical,ok,DHRUV CHANDRA VERMA,06-Apr-2026 05:38 PM,technical_2106684.pdf,Dhruva Chandra Verma,Internal,Lavkush singh,DHRUV CHANDRA VERMA,21-Apr-2026 02:04 PM,finsummary_2106684.pdf (235.98 KB),Finance,ok,DHRUV CHANDRA VERMA,21-Apr-2026 01:55 PM,finance_2106684.pdf,BOQ Comparative Chart,Dhruva Chandra Verma,Internal,Lavkush singh,DHRUV CHANDRA VERMA,06-Apr-2026 05:45 PM,09-Apr-2026 06:00 PM,techsummary_2106684.pdf (830.95 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,tendernotice,24-Mar-2026 10:00 AM,30-Mar-2026 03:00 PM,24-Mar-2026 10:00 AM,30-Mar-2026 02:00 PM,NA ,NA ,24-Mar-2026 10:00 AM,30-Mar-2026 02:00 PM,09-Apr-2026 06:00 PM,1.0,SBI Bank,"3,64,000",Yes,fixed,,Nil,Nil,Restoration and demarcation of canal land from km. 0.000 to km 36.600 of Sagra Dy in Distt. Pratapgarh,Restoration and demarcation of canal land from km. 0.000 to km 36.600 of Sagra Dy in Distt. Pratapgarh,Please refer Tender documents. ,NA ,"1,81,95,000",Civil Works,NA ,Tender,90.0,365.0,Pratapgarh,230001.0,NA ,NA ,NA ,Superintending Engineer 16th Circle Irrigation wor,No ,No,Superintending Engineer,Superintending Engineer 16th Circle Irrigation work Pratapgarh,"4,174",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh",09/S.E/XVI/2025-26,2026_UPIDC_1118524_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,6020901,M/s Raju Yadav,30-Mar-2026 09:35 AM,Rejected-Technical,DisQualified,06-Apr-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6016925,M/S Ravindra Pratap Singh,28-Mar-2026 05:57 PM,Rejected-Finance,High Bidder,21-Apr-2026 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6021798,m/s satish chandra jaiswal,30-Mar-2026 01:29 PM,Accepted-AOC,Low bidder,11-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
