Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Committee,Internal,Committee,BHARAM PAL SINGH,11-Mar-2026 11:16 AM,11-Mar-2026 11:30 AM,techsummary_2057045.pdf (527.42 KB),25-Mar-2026,"INR 77,859,608.52",365.0,BHARAM PAL SINGH,12-May-2026 12:26 PM,16.pdf (220.00 KB),AOC,Technical,UNDER EVALUATION,BHARAM PAL SINGH,11-Mar-2026 11:11 AM,,1.0,5885489.0,M/S VINAY KUMAR,INR,"77,859,608.52",Committee,Internal,Committee,RAJENDRA SINGH BHATI,25-Mar-2026 07:01 PM,finsummary_2057045.pdf (415.21 KB),Finance,under,RAJENDRA SINGH BHATI,25-Mar-2026 06:51 PM,,BOQ Comparative Chart,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1111842_16,YEA/GM(PROJECT)/2026/463 DT-29/01/2026,"Construction of 45mt wide Road Along Patanjali to Plot No.-04 in Sector-24A, YEA. WC-04",1,5884861,M/s Buildcon Infra,17-Feb-2026 03:39 PM,Rejected-Finance,L5,25-Mar-2026 07:01 PM,AOC,"6,770",Nil,Nil,No,"Construction of 45mt wide Road Along Patanjali to Plot No.-04 in Sector-24A, YEA. WC-04","Construction of 45mt wide Road Along Patanjali to Plot No.-04 in Sector-24A, YEA. WC-04",Please refer Tender documents. ,NA ,"11,93,61,656",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,"21,93,800",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,SBI Bank,04-Feb-2026 06:55 PM,18-Feb-2026 11:00 AM,04-Feb-2026 06:55 PM,17-Feb-2026 05:00 PM,NA ,NA ,04-Feb-2026 06:55 PM,17-Feb-2026 05:00 PM,11-Mar-2026 11:30 AM,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/463 DT-29/01/2026,2026_YEIDA_1111842_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5885632,M/s Goodhill Builders,17-Feb-2026 02:50 PM,Rejected-Finance,L2,25-Mar-2026 07:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5870454,M/S GUPTA ASSOCIATES,17-Feb-2026 12:38 PM,Rejected-Finance,L4,25-Mar-2026 07:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5887114,M/S SKV INFRATECH PRIVATE LIMITED,17-Feb-2026 04:25 PM,Rejected-Finance,L3,25-Mar-2026 07:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5885489,M/S VINAY KUMAR,17-Feb-2026 01:27 PM,Accepted-AOC,L1,12-May-2026 12:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
