Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
15-May-2026,"INR 1,116,481",90.0,Neeraj Kumar,15-May-2026 09:06 AM,1954_2.pdf (523.00 KB),1,5993752,KAMLA PRASAD SINGH,25-Mar-2026 12:21 PM,Rejected-Finance,Rejected,14-May-2026 10:46 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1125678_2,1954/EE RED Jaunpur/25-26 Dt 26/02/2026,"Under District Jaunpur, Construction of Interlocking road from Pitch Road to Ashish Upadhyay house in Gram Sabha Ramnagar Upadhan of block Maharajganj, Lot No 2",1.0,5993749.0,M/S AVS CONSTRUCTION,INR,"1,116,481",Finance,Summary,Neeraj Kumar,09-Apr-2026 03:14 PM,,BOQ Comparative Chart,Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Neeraj Kumar,06-Apr-2026 04:22 PM,09-Apr-2026 12:00 PM,techsummary_2098630.pdf (719.18 KB),Technical,Summary,Neeraj Kumar,28-Mar-2026 07:04 PM,,Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,14-May-2026 10:46 AM,finsummary_2098630.pdf (522.70 KB),AOC,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur","Under District Jaunpur, Construction of Interlocking road from Pitch Road to Ashish Upadhyay house in Gram Sabha Ramnagar Upadhan of block Maharajganj, Lot No 2","Under District Jaunpur, Construction of Interlocking road from Pitch Road to Ashish Upadhyay house in Gram Sabha Ramnagar Upadhan of block Maharajganj, Lot No 2",Please refer Tender documents. ,NA ,"9,47,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur  ",19-Mar-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,1954/EE RED Jaunpur/25-26 Dt 26/02/2026,2026_REDUP_1125678_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,856.0,Nil,Nil,No,"18,940",No,percentage,2.0%,Nil,Nil,16-Mar-2026 09:00 AM,27-Mar-2026 12:30 PM,16-Mar-2026 09:00 AM,27-Mar-2026 12:00 PM,NA ,NA ,16-Mar-2026 09:00 AM,27-Mar-2026 12:00 PM,09-Apr-2026 12:00 PM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,AOC
,,,,,,2,5993749,M/S AVS CONSTRUCTION,25-Mar-2026 12:05 PM,Accepted-AOC,AoC,15-May-2026 09:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),AOC
