S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,BG - Bank Guarantee,SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Faizabad II,616/UPRNSS/E-TENDER/25-26 DT. 17.03.2026,2026_UPRNS_1128553_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"5,00,500",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT SULTANPUR",SULTANPUR,"8,850",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,SULTANPUR,No,REPAIR AND RENOVATION WORK OF GOVT. AT I.T.I. CAMPUS AMETHI IN DISTT-AMETHI(U.P.),SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"2,50,16,000",Repair and Maintenance Works,NA ,Tender,90.0,365.0,AMETHI,227405.0,SULTANPUR ,"Office of E.E., UPRNSS, 1699, Khairabad, Punjabi Colony, Prayagraj Road, Distt-Sultanpur ",24-Mar-2026 11:00 AM ,LUCKNOW,No ,No,20-Mar-2026 06:30 PM,02-Apr-2026 12:00 PM,20-Mar-2026 06:30 PM,01-Apr-2026 06:00 PM,NA ,NA ,20-Mar-2026 06:30 PM,01-Apr-2026 06:00 PM,20-Apr-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,AOC,Technical,03 BIDS ARE ADMITTED,VIJAY BAHADUR SINGH,20-Apr-2026 10:28 AM,,JITENDRA BAHADUR SINGH(S.E.),Internal,"SATYENDRA SINGH VISEN(EE), ARUNENDRA KUMAR SINGH (EE), ANAVIL SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",SATYENDRA SINGH VISHEN,06-May-2026 12:06 PM,finsummary_2104900.pdf (302.35 KB),Finance,FINANCE,VIJAY BAHADUR SINGH,20-Apr-2026 12:16 PM,,BOQ Comparative Chart,JITENDRA BAHADUR SINGH(S.E.),Internal,"SATYENDRA SINGH VISEN(EE), ARUNENDRA KUMAR SINGH (EE), ANAVIL SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",SATYENDRA SINGH VISHEN,20-Apr-2026 11:35 AM,20-Apr-2026 12:00 PM,techsummary_2104900.pdf (642.42 KB),06-May-2026,"INR 25,003,492",365.0,SATYENDRA SINGH VISHEN,06-May-2026 12:08 PM,Karyadesh.pdf (453.00 KB),TENDER AWARDED TO M/S VIVID INFRAZONE PVT. LTD.,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Faizabad II,2026_UPRNS_1128553_1,616/UPRNSS/E-TENDER/25-26 DT. 17.03.2026,REPAIR AND RENOVATION WORK OF GOVT. AT I.T.I. CAMPUS AMETHI IN DISTT-AMETHI(U.P.),1.0,6025588.0,Vivid Infrazone Pvt. Ltd.,INR,"25,003,492",1,6025793,PASHUPATI CONSTRUCTION,01-Apr-2026 04:58 PM,Rejected-AOC,Due to High Rate Quoted,06-May-2026 12:08 PM,AOC
2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6025706,VINAYAK ASSOCIATES,01-Apr-2026 04:04 PM,Not Admitted-Finance,Others-DISQUALIFED IN TECHNICAL EVALUATION,20-Apr-2026 12:16 PM,AOC
3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6025588,Vivid Infrazone Pvt. Ltd.,01-Apr-2026 02:59 PM,Accepted-AOC,Due to Low Rate Quoted,06-May-2026 12:08 PM,AOC
