EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"33,000",No,fixed,,Nil,Nil,Construction of CC road and drain from Rajesh house via Sandeep house to Panchayat house in Christian Nagar Bagu Ward-01,Construction of CC road and drain from Rajesh house via Sandeep house to Panchayat house in Christian Nagar Bagu Ward-01,Please refer Tender documents. ,NA ,"16,48,000",Civil Works,NA ,Tender,90.0,120.0,Ghaziabad,201001.0,Ghaziabad ,RED GZB ,23-Jan-2026 09:00 AM ,Ghaziabad,No ,No,EE,RED GZB,1,Fee/PreQual/Technical,.pdf,SBD,854.0,Nil,Nil,No,1.0,Fees,Fee,,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,NIT - 1736 dt 12.01.2026 Tender 16,2026_REDUP_1108400_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,23-Jan-2026 09:00 AM,30-Jan-2026 12:30 PM,23-Jan-2026 09:00 AM,29-Jan-2026 12:00 PM,NA ,NA ,23-Jan-2026 09:00 AM,29-Jan-2026 12:00 PM,16-Apr-2026 12:30 PM,AOC,EE RED GZB,Internal,,Shyam Sunder,09-Apr-2026 03:13 PM,16-Apr-2026 12:30 PM,techsummary_2046253.pdf (403.42 KB),Finance,Summary,Shyam Sunder,16-Apr-2026 03:59 PM,finance_2046253.pdf,BOQ Comparative Chart,EE RED GZB,Internal,,Shyam Sunder,16-Apr-2026 04:02 PM,finsummary_2046253.pdf (22.23 KB),Technical,Summary,Shyam Sunder,09-Apr-2026 03:09 PM,technical_2046253.pdf,1.0,5830663.0,GBR Infratech,INR,"1,646,723",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,2026_REDUP_1108400_2,NIT - 1736 dt 12.01.2026 Tender 16,Construction of CC road and drain from Rajesh house via Sandeep house to Panchayat house in Christian Nagar Bagu Ward-01,1,5830663,GBR Infratech,29-Jan-2026 11:19 AM,Accepted-AOC,L1,16-May-2026 04:45 PM,05-May-2026,"INR 1,646,723",120.0,VINOD KUMAR,16-May-2026 04:45 PM,rajesh.pdf (412.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5830673,M/S SUMIT KUMAR CONTRACTOR,29-Jan-2026 11:03 AM,Rejected-Finance,L2,16-Apr-2026 04:02 PM,,,,,,,AOC
