Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,09-Mar-2026 07:55 PM,10-Mar-2026 11:00 AM,techsummary_2085274.pdf (739.59 KB),18-Mar-2026,"INR 591,490",90.0,Binod kumar Singh,08-May-2026 05:13 PM,finsummary.pdf (740.00 KB),AOC,Technical,As per file Attached,Binod kumar Singh,06-Mar-2026 05:31 PM,,1.0,5949469.0,M/S AGRE ASSOCIATES,INR,"591,490",Finance,As per file Attached,Binod kumar Singh,10-Mar-2026 06:58 PM,finance_2085274.pdf,BOQ Comparative Chart,EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,18-Mar-2026 06:49 PM,finsummary_2085274.pdf (739.59 KB),1,5949469,M/S AGRE ASSOCIATES,06-Mar-2026 12:48 PM,Accepted-AOC,AOC,08-May-2026 05:13 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",2026_UPIDC_1109641_15,14/EE/2025-26,Renewal of Service Road of left dadupur Dy from Km. 23.050 to Km. 23.600,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",14/EE/2025-26,2026_UPIDC_1109641_15,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender,354.0,Nil,Nil,No,28-Feb-2026 11:00 AM,06-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,10-Mar-2026 11:00 AM,1.0,Fee Cori,Fee,,1.0,SBI Bank,Renewal of Service Road of left dadupur Dy from Km. 23.050 to Km. 23.600,Renewal of Service Road of left dadupur Dy from Km. 23.050 to Km. 23.600,Please refer Tender documents. ,NA ,"11,00,000",Civil Works,NA ,Rate Contract,90.0,90.0,Bulandshahr,203001.0,NA ,NA ,NA ,Bulandshahr,No ,No,"22,000",No,percentage,2.0%,Nil,Nil,EE BDGC BSR,EE BDGC BSR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5951007,M/S HARPAL SINGH CONTRACTOR,06-Mar-2026 11:57 AM,Rejected-Technical,6(vi) IDT3,09-Mar-2026 07:55 PM,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5947467,M/S RINKU CONTRACTOR,05-Mar-2026 11:35 AM,Rejected-Technical,6(viii),09-Mar-2026 07:55 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5951223,Phoughat Construction,06-Mar-2026 12:27 PM,Rejected-Finance,L-2,18-Mar-2026 06:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5947687,SON VIR,05-Mar-2026 12:12 PM,Rejected-Technical,6(viii),09-Mar-2026 07:55 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
