S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
1.0,6040411.0,M/S S S ENTERPRISES,INR,"7,320,000",U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,2026_UPIDM_1133843_1,02/SE/IWC1K/2026-27,"Carriage and Erection of 04 nos. gates of Barrage at Gomti Barrage in District Lucknow Under Jurisdiction of Irrigation Workshop Division, Bareilly",1,6040411,M/S S S ENTERPRISES,13-Apr-2026 03:15 PM,Accepted-AOC,Agreement has been signed,23-May-2026 04:15 PM,30-Apr-2026,"INR 7,320,000",365.0,Vijay Kumar,23-May-2026 04:15 PM,Aoc02.pdf (336.00 KB),AOC,SE,Internal,Vijay Kumar SE and Yash Kumar WM,Vijay Kumar,24-Apr-2026 04:37 PM,finsummary_2116489.pdf (443.78 KB),Technical,All bidder successfully Admitted,Vijay Kumar,16-Apr-2026 03:16 PM,,SE,Internal,,Vijay Kumar,24-Apr-2026 04:12 PM,24-Apr-2026 04:20 PM,techsummary_2116489.pdf (443.78 KB),Finance,All Bidder successfully admitted,Vijay Kumar,24-Apr-2026 04:30 PM,,BOQ Comparative Chart,AOC,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,02/SE/IWC1K/2026-27,2026_UPIDM_1133843_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,360",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"1,58,000",No,fixed,,Nil,Nil,"Carriage and Erection of 04 nos. gates of Barrage at Gomti Barrage in District Lucknow Under Jurisdiction of Irrigation Workshop Division, Bareilly","Carriage and Erection of 04 nos. gates of Barrage at Gomti Barrage in District Lucknow Under Jurisdiction of Irrigation Workshop Division, Bareilly",Please refer Tender documents. ,NA ,"79,07,000",Miscellaneous Works,NA ,Tender,120.0,365.0,Gomti Barrage in District Lucknow.,226001.0,NA ,NA ,NA ,SE OFFICE 67 A CANTT KANPUR NAGAR,No ,No,SE,SE OFFICE 67 A CANTT KANPUR NAGAR,07-Jun-2026 11:54 PM,16-Apr-2026 02:00 PM,07-Apr-2026 10:00 AM,16-Apr-2026 12:00 PM,NA ,NA ,07-Apr-2026 10:00 AM,16-Apr-2026 12:00 PM,15-Jun-2026 04:20 PM,1.0,SBI Bank,AOC
,,,,,,,,,2,6044288,NIRMAL ENGINEERS,13-Apr-2026 03:27 PM,Rejected-Finance,3rd Lowest,24-Apr-2026 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6044362,UDAY ENGINEERS,13-Apr-2026 03:57 PM,Rejected-Finance,2nd Lowest,24-Apr-2026 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
