S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical,16-Apr-2026 06:55 PM,27-Apr-2026 04:00 PM,16-Apr-2026 06:55 PM,27-Apr-2026 03:00 PM,NA ,NA ,16-Apr-2026 06:55 PM,27-Apr-2026 03:00 PM,13-May-2026 06:10 PM,"62,936",No,percentage,10.0%,Nil,Nil,Saharanpur Municipal Corporation Saharanpur UP,WW/767/SFC/2025-26,2026_NNSAH_1137891_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"G.M (Jal), Nagar Nigam Saharanpur","G.M (Jal), Nagar Nigam Saharanpur",826.0,Nil,Nil,No,Laying of 110mm dai 6kg/cm PVC Pipe Line at Maleen Basti surrounding the Dhobiwala Talab Gote Shah Road ward 63,Laying of 110mm dai 6kg/cm PVC Pipe Line at Maleen Basti surrounding the Dhobiwala Talab Gote Shah Road ward 63,Please refer Tender documents. ,NA ,"6,29,360",Civil Works - Water Works,NA ,Tender,90.0,60.0,Ward No 63,247001.0,NA ,NA ,NA ,JalKal Vibhag Nagar Nigam Saharanpur,No ,No,AOC,Purushottam Kumar,Internal,Purushottam Kumar,Vijay Bahadur singh,21-May-2026 01:27 PM,finsummary_2124719.pdf (31.79 KB),Technical,Admitted,Vijay Bahadur singh,02-May-2026 03:57 PM,technical_2124719.pdf,Azmain Warsi,Internal,Azmain Warsi,Sandeep kumar Misra,13-May-2026 06:07 PM,13-May-2026 06:10 PM,techsummary_2124719.pdf (467.01 KB),Finance,Admitted,Sandeep kumar Misra,13-May-2026 07:06 PM,finance_2124719.pdf,BOQ Comparative Chart,Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1137891_1,WW/767/SFC/2025-26,Laying of 110mm dai 6kg/cm PVC Pipe Line at Maleen Basti surrounding the Dhobiwala Talab Gote Shah Road ward 63,1.0,6071436.0,KRISHNA ENTERPRISES,INR,"464,090",1,6072279,KANHA ENTERPRISES,27-Apr-2026 02:23 PM,Rejected-AOC,L3,21-May-2026 03:34 PM,21-May-2026,"INR 464,090",60.0,Vijay Bahadur singh,21-May-2026 03:34 PM,767bbbb.pdf (490.00 KB),L1,AOC
,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6071436,KRISHNA ENTERPRISES,27-Apr-2026 01:15 PM,Accepted-AOC,L1,21-May-2026 03:34 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6072189,MOHD FURQAN,27-Apr-2026 02:05 PM,Rejected-AOC,L2,21-May-2026 03:34 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6071947,RUDRAKSHI ENTERPRISES,27-Apr-2026 01:12 PM,Rejected-AOC,L3,21-May-2026 03:34 PM,,,,,,,,AOC
