S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"Construction of First Floor, Boundary Wall and Site Development work at Nursing College upon Teaching Block in BRD Medical College Gorakhpur","Construction of First Floor, Boundary Wall and Site Development work at Nursing College upon Teaching Block in BRD Medical College Gorakhpur",As per Bid Documents ,NA ,"6,75,49,000",Civil Works - Buildings,N/A ,Tender,90.0,360.0,Gorakhpur,273001.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,02/GM-3/UPPCL/2026-27 DATE-08.04.2026,2026_UPPRC_1136959_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT,15-Apr-2026 11:00 AM,22-Apr-2026 04:00 PM,15-Apr-2026 11:00 AM,22-Apr-2026 03:00 PM,NA ,NA ,15-Apr-2026 11:00 AM,22-Apr-2026 03:00 PM,24-Apr-2026 12:00 PM,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,"17,700",Nil,Nil,No,"13,51,000",No,fixed,,Nil,Nil,AOC,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,23-Apr-2026 06:34 PM,24-Apr-2026 12:00 PM,techsummary_2123109.pdf (4640.15 KB),Finance,Attached,ANIL KUMAR SINGH,18-May-2026 12:05 PM,finance_2123109.pdf,BOQ Comparative Chart,67002107.7,Internal,L1,ANIL KUMAR SINGH,18-May-2026 12:10 PM,finsummary_2123109.pdf (4502.84 KB),Technical,Attached,ANIL KUMAR SINGH,23-Apr-2026 06:30 PM,technical_2123109.pdf,1,6061123,MAA VAISHNO CONSTRUCTION COMPANY,22-Apr-2026 11:18 AM,Rejected-AOC,L2,18-May-2026 12:12 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2026_UPPRC_1136959_1,02/GM-3/UPPCL/2026-27 DATE-08.04.2026,"Construction of First Floor, Boundary Wall and Site Development work at Nursing College upon Teaching Block in BRD Medical College Gorakhpur",1.0,6061027.0,M/s Golden Key Construction Company,INR,"67,002,107.7",18-May-2026,"INR 67,002,107.7",360.0,ANIL KUMAR SINGH,18-May-2026 12:12 PM,Agreement_BRD.pdf (4503.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6061027,M/s Golden Key Construction Company,22-Apr-2026 01:02 PM,Accepted-AOC,L1,18-May-2026 12:12 PM,,,,,,,,,,,,,,,,,AOC
