Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage
ee,Internal,,Rajesh Kumar Yadav,10-Feb-2026 01:28 PM,11-Feb-2026 12:00 PM,techsummary_2046513.pdf (727.60 KB),11-May-2026,"INR 1,346,522.48",90.0,Rajesh Kumar Yadav,11-May-2026 02:33 PM,3139.pdf (556.00 KB),Technical,Admitted,Rajesh Kumar Yadav,09-Feb-2026 02:36 PM,,1.0,5847501.0,M/S PRAGATI CONSTRUCTION,INR,"1,346,522.48",ee,Internal,,Rajesh Kumar Yadav,12-Feb-2026 01:47 PM,finsummary_2046513.pdf (221.18 KB),Finance,Admitted,Rajesh Kumar Yadav,11-Feb-2026 04:25 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1108508_13,2772 Date 30-12-2025,Ward 31 Narayanpur mo kathvatiya me rakesh sonkar (aalu jai) se kevala devi hote hue rakesh prajapti ke makan tak interlocking lagane ka karya.,1,5852609,BABA ASSOCIATES,08-Feb-2026 02:47 PM,Rejected-Finance,L2,12-Feb-2026 01:47 PM,AOC,"23,640",Yes,percentage,2.0%,Nil,Nil,766.0,Nil,Nil,No,Ward 31 Narayanpur mo kathvatiya me rakesh sonkar (aalu jai) se kevala devi hote hue rakesh prajapti ke makan tak interlocking lagane ka karya.,Ward 31 Narayanpur mo kathvatiya me rakesh sonkar (aalu jai) se kevala devi hote hue rakesh prajapti ke makan tak interlocking lagane ka karya.,Please refer Tender documents. ,NA ,"11,82,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,EE RED VARANASI,No ,No,22-Jan-2026 03:00 PM,09-Feb-2026 12:30 PM,22-Jan-2026 03:00 PM,09-Feb-2026 12:00 PM,NA ,NA ,22-Jan-2026 03:00 PM,09-Feb-2026 12:00 PM,11-Feb-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2772 Date 30-12-2025,2026_REDUP_1108508_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Tender doc,EE,EE RED VARANASI,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5847501,M/S PRAGATI CONSTRUCTION,06-Feb-2026 04:10 PM,Accepted-AOC,L1,11-May-2026 02:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,AOC
