Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
12-May-2026,"INR 1,961,370.96",90.0,MANOJ KUMAR SINGH,12-May-2026 05:09 PM,ramesh.pdf (448.00 KB),date of start date of comp,1.0,5944671.0,M/S Ramesh Yadav Thikedar,INR,"1,961,370.96",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,2026_REDUP_1119203_1,1854/RED/Tender/ST/2025-26 Dt 31.01.2026,Construction of drain from Punjab National Bank towards bus stand in Gram Sabha Jairajpur-1,1.0,5945210.0,M/s KAMLESH YADAV,03-Mar-2026 08:44 AM,Rejected-AOC,highest rate,12-May-2026 05:09 PM,Finance,fin,MANOJ KUMAR SINGH,12-May-2026 04:29 PM,finance_2080811.pdf,BOQ Comparative Chart,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,20-Mar-2026 01:28 PM,23-Mar-2026 12:00 PM,techsummary_2080811.pdf (1513.46 KB),Technical,tec,MANOJ KUMAR SINGH,20-Mar-2026 01:16 PM,technical_2080811.pdf,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,12-May-2026 05:01 PM,finsummary_2080811.pdf (1513.46 KB),AOC,"46,000",No,fixed,,Nil,Nil,1.0,SBI Bank,E.E. R.E.D. Division Azamgarh,R.E.D. Department Viakas Bhawan Azamgarh,Construction of drain from Punjab National Bank towards bus stand in Gram Sabha Jairajpur-1,Construction of drain from Punjab National Bank towards bus stand in Gram Sabha Jairajpur-1,Please Refer Tender Document ,NA ,"23,15,000",Civil Works,NA ,Tender,90.0,90.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,1854/RED/Tender/ST/2025-26 Dt 31.01.2026,2026_REDUP_1119203_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,23-Feb-2026 02:00 PM,03-Mar-2026 01:00 PM,23-Feb-2026 02:00 PM,03-Mar-2026 12:00 PM,23-Feb-2026 02:00 PM ,03-Mar-2026 12:00 PM ,23-Feb-2026 02:00 PM,03-Mar-2026 12:00 PM,23-Mar-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,DD and EMD,"1,194",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2.0,5944671.0,M/S Ramesh Yadav Thikedar,02-Mar-2026 06:25 PM,Accepted-AOC,lowest rate,12-May-2026 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FinancialDocument,,,,,AOC
