S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,TIME EXTEND,Date,,PROPOSED CONSTRUCTION OF DORMITORY (16 PERSON) 1 NO. AT DISTRICT JAIL ETAWAH IN DISTRICT-ETAWAH (U.P.),PROPOSED CONSTRUCTION OF DORMITORY (16 PERSON) 1 NO. AT DISTRICT JAIL ETAWAH IN DISTRICT-ETAWAH (U.P.),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,270.0,"DISTRICT JAIL, ETAWAH",206001.0,NA ,NA ,NA ,AGRA,No ,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,271/SE-AGRA/E-TENDER/2025-26,2026_UPRNS_1120662_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,BG - Bank Guarantee,"1,22,460",No,fixed,,EE,ETAWAH,23-Mar-2026 10:00 AM,04-Apr-2026 10:00 AM,23-Mar-2026 10:00 AM,02-Apr-2026 05:00 PM,NA ,NA ,23-Mar-2026 10:00 AM,02-Apr-2026 05:00 PM,13-Apr-2026 02:40 PM,"5,900",EE,ETAWAH,No,AOC,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,13-Apr-2026 03:02 PM,finsummary_2106166.pdf (296.14 KB),Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,13-Apr-2026 02:36 PM,technical_2106166.pdf,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,13-Apr-2026 02:37 PM,13-Apr-2026 02:40 PM,techsummary_2106166.pdf (296.15 KB),Finance,WE HAVE RECEIVED FINANCIAL BID,NAGENDRA YADAV,13-Apr-2026 03:00 PM,finance_2106166.pdf,BOQ Comparative Chart,1,6027007,M.S. Construction,02-Apr-2026 02:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Apr-2026 02:36 PM,1.0,6015927.0,Sudheer Babu,INR,"6,086,262",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1120662_2,271/SE-AGRA/E-TENDER/2025-26,PROPOSED CONSTRUCTION OF DORMITORY (16 PERSON) 1 NO. AT DISTRICT JAIL ETAWAH IN DISTRICT-ETAWAH (U.P.),16-Apr-2026,"INR 6,086,262",270.0,NAGENDRA YADAV,02-May-2026 10:59 AM,271.pdf (94.00 KB),QUOTED AMOUNT LOWER THAN OTHER BIDER,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6014128,RAHUL ENTERPRISES,27-Mar-2026 05:16 PM,Rejected-Finance,QUOTED AMOUNT HIRE THEN OTHER BIDER,13-Apr-2026 03:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6015927,Sudheer Babu,02-Apr-2026 04:03 PM,Accepted-AOC,QUOTED AMOUNT LOWER THAN OTHER BIDER,02-May-2026 10:59 AM,,,,,,,,,,,,,,,,,AOC
