S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Date,Date,,1,Fee/PreQual/Technical,.pdf,Technical bid,"11,900",No,fixed,,Nil,Nil,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE LALITPUR,1619/RED/NIVIDA/2025-26 Date 13.02.2026,2026_REDUP_1120952_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,27-Feb-2026 06:55 PM,17-Mar-2026 03:30 PM,27-Feb-2026 06:55 PM,17-Mar-2026 12:30 PM,NA ,NA ,27-Feb-2026 06:55 PM,17-Mar-2026 12:30 PM,25-Mar-2026 09:00 AM,EE RED LALITPUR,EE RED LALITPUR,766.0,Nil,Nil,No,Construction work of CC road from Bhajan Yadav house towards Ramkali Devi Inter College in Village Madawara Block Madawara.,Construction work of CC road from Bhajan Yadav house towards Ramkali Devi Inter College in Village Madawara Block Madawara.,Please refer Tender documents. ,NA ,"5,93,000",Civil Works,NA ,Tender,90.0,90.0,LALITPUR,284403.0,NA ,NA ,NA ,EE RED LALITPUR,No ,No,AOC,EE RED LALITPUR,Internal,AE DAO,Swarna Singh,21-Mar-2026 08:09 AM,25-Mar-2026 09:00 AM,techsummary_2085271.pdf (363.43 KB),Finance,Financial Bid Open,Swarna Singh,26-Mar-2026 11:42 AM,,BOQ Comparative Chart,EE RED LALITPUR,Internal,AE DAO,SUNIL KUMAR TRIPATHI,28-Mar-2026 06:39 PM,finsummary_2085271.pdf (809.13 KB),Technical,Techncal bid open,Swarna Singh,17-Mar-2026 05:49 PM,,1,5978868,M/S NATHURAM CONSTRUCTION,17-Mar-2026 10:07 AM,Accepted-AOC,All Formulties Copmlete,02-May-2026 09:27 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE LALITPUR,2026_REDUP_1120952_1,1619/RED/NIVIDA/2025-26 Date 13.02.2026,Construction work of CC road from Bhajan Yadav house towards Ramkali Devi Inter College in Village Madawara Block Madawara.,1.0,5978868.0,M/S NATHURAM CONSTRUCTION,INR,"590,950.33",17-Apr-2026,"INR 590,950.33",90.0,Swarna Singh,02-May-2026 09:26 PM,35.pdf (806.00 KB),All Formulties Copmlete,AOC
,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5978804,MS SAANVI CONSTRUCTION/VIPIN KUMAR NIRANJAN,16-Mar-2026 07:18 PM,Rejected-Finance,L-2,28-Mar-2026 06:39 PM,,,,,,,,,,,,,,,,,AOC
