Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Saharanpur Municipal Corporation Saharanpur UP,5839 B,2026_NNSAH_1114813_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,41,011",No,percentage,10.0%,Nil,Nil,1.0,Construction of nali and cc road from jamshed house to hamid house and boby hounse and Dr. akram house to sanjay house and sharafat house and mota parchoon wala ghosiyo wali gali for khanalampura at ward no. 32,Date,,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical,"1,298",Nil,Nil,No,11-Feb-2026 06:00 PM,28-Feb-2026 11:00 AM,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,20-Apr-2026 11:55 AM,Chief Engineer Nagar Nigam Saharanpur,Chief Engineer Nagar Nigam Saharanpur,Construction of nali and cc road from jamshed house to hamid house and boby hounse and Dr. akram house to sanjay house and sharafat house and mota parchoon wala ghosiyo wali gali for khanalampura at ward no. 32,Construction of nali and cc road from jamshed house to hamid house and boby hounse and Dr. akram house to sanjay house and sharafat house and mota parchoon wala ghosiyo wali gali for khanalampura at ward no. 32,Please refer Tender documents. ,NA ,"14,10,107",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nirman vibhag nagar nigam saharanpur,No ,No,AOC,Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 11:52 AM,20-Apr-2026 11:55 AM,techsummary_2067783.pdf (22.89 KB),Finance,Admitted,Madan Pal,21-Apr-2026 03:04 PM,finance_2067783.pdf,BOQ Comparative Chart,suresh chand,Internal,,Sandeep kumar Misra,19-May-2026 03:49 PM,finsummary_2067783.pdf (99.34 KB),Technical,Admitted,Madan Pal,28-Mar-2026 04:38 PM,technical_2067783.pdf,1,5928254,Milind Choudhray Const.,26-Feb-2026 11:11 AM,Accepted-AOC,L1,19-May-2026 03:51 PM,1.0,5928254.0,Milind Choudhray Const.,INR,"1,393,467.74",Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114813_1,5839 B,Construction of nali and cc road from jamshed house to hamid house and boby hounse and Dr. akram house to sanjay house and sharafat house and mota parchoon wala ghosiyo wali gali for khanalampura at ward no. 32,19-May-2026,"INR 1,393,467.74",30.0,Sandeep kumar Misra,19-May-2026 03:51 PM,5839aoc.pdf (673.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5931468,RAVI KUMAR PRAJAPATI,26-Feb-2026 09:43 AM,Rejected-AOC,L3,19-May-2026 03:51 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5933764,Vaibhav Const.,26-Feb-2026 05:10 PM,Rejected-AOC,L2,19-May-2026 03:51 PM,,,,,,,,,,,,,,,,AOC
