Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,30-Mar-2026 11:48 AM,30-Mar-2026 12:00 PM,techsummary_2099916.pdf (868.64 KB),26-May-2026,INR 100,90.0,Virendra Kumar Pandey,26-May-2026 04:31 PM,12.pdf (141.00 KB),Technical,Bid Opening Summary,Praveen Kumar,30-Mar-2026 11:14 AM,,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,26-May-2026 04:04 PM,finsummary_2099916.pdf (141.04 KB),Finance,Bid Opening Summary,Praveen Kumar,30-Mar-2026 01:02 PM,,BOQ Comparative Chart,1.0,5997063.0,FAISHON LOOK,INR,100.0,1,5997063,FAISHON LOOK,23-Mar-2026 09:34 AM,Accepted-AOC,L1,26-May-2026 04:31 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1126057_12,2422/RED Tender KUSHINAGAR,Vikas Khand Sevarhi ke Gram Sabha Mukudpur Kohari Tola me Brahmasthan se purani CC road tak CC sadak ka nirman karya.,AOC,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"20,000",No,fixed,,Nil,Nil,Vikas Khand Sevarhi ke Gram Sabha Mukudpur Kohari Tola me Brahmasthan se purani CC road tak CC sadak ka nirman karya.,Vikas Khand Sevarhi ke Gram Sabha Mukudpur Kohari Tola me Brahmasthan se purani CC road tak CC sadak ka nirman karya.,Please refer Tender documents. ,NA ,"10,11,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,EE RED KUSHINAGAR,EE RED KUSHINAGAR,752.0,Nil,Nil,No,17-Mar-2026 09:00 AM,23-Mar-2026 03:00 PM,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2422/RED Tender KUSHINAGAR,2026_REDUP_1126057_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5997125,M/S BHOLASHANKAR RAI,23-Mar-2026 09:46 AM,Rejected-Finance,L2,26-May-2026 04:04 PM,,,,,AOC,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
