Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Chief Engineer World Bank (EAP) PWD HQ-Jhansi||SE PMGSY CIRCLE PWD KANPUR,2026_WBEAP_1129375_1,616/167C-PMGSYC/2026 DT. 17.03.2026,Construction work of circle office and Construction Division1 office in Kannauj district,1.0,6020845.0,M/S PRISM CONSTRUCTIONS,INR,"46,985,532.17",1,6010720,BHARAT CONSTRUCTION,27-Mar-2026 03:13 PM,Rejected-Finance,L-2,08-Apr-2026 12:49 PM,29-May-2026,"INR 46,985,532.17",365.0,Arvind Kumar,30-May-2026 03:02 PM,LOA880.pdf (544.00 KB),LOA,Er Arvind Kumar,Internal,Er Arvind Kumar,Arvind Kumar,08-Apr-2026 12:49 PM,finsummary_2106680.pdf (100.90 KB),Technical,Technical Opening,Arvind Kumar,30-Mar-2026 01:21 PM,technical_2106680.pdf,Er Arvind Kumar,Internal,Er Arvind Kumar,Arvind Kumar,06-Apr-2026 06:58 PM,07-Apr-2026 03:30 PM,techsummary_2106680.pdf (624.33 KB),Finance,Financial Bid Opening,Arvind Kumar,07-Apr-2026 04:10 PM,finance_2106680.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,1.0,Date Corrigendum,Date,,"7,714",Nil,Nil,No,"10,39,000",No,fixed,,Nil,Nil,Superintending Engineer,"PMGSY Circle, PWD, 15/5 Civil Line kanpur",Chief Engineer World Bank (EAP) PWD HQ-Jhansi||SE PMGSY CIRCLE PWD KANPUR,616/167C-PMGSYC/2026 DT. 17.03.2026,2026_WBEAP_1129375_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction work of circle office and Construction Division1 office in Kannauj district,Construction work of circle office and Construction Division1 office in Kannauj district,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,365.0,kannauj,209625.0,"S.E., PMGSY Circle, PWD, 15/5 Civil Line Kanpur ","S.E., PMGSY Circle, PWD, 15/5 Civil Line Kanpur ",25-Mar-2026 12:00 PM ,"S.E., PMGSY Circle, PWD, 15/5 Civil Line kanpur",No ,No,23-Mar-2026 06:30 PM,30-Mar-2026 12:30 PM,23-Mar-2026 06:30 PM,30-Mar-2026 12:30 PM,NA ,NA ,23-Mar-2026 06:30 PM,30-Mar-2026 12:30 PM,07-Apr-2026 03:30 PM,1,Fee/PreQual/Technical,.pdf,Tender NIT,AOC
,,,,,,,,,2,6020845,M/S PRISM CONSTRUCTIONS,30-Mar-2026 10:08 AM,Accepted-AOC,LOA,30-May-2026 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Tender BOQ,AOC
