Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",1.0,SBI Bank,"77,500",No,fixed,,Nil,Nil,23-Jan-2026 06:55 PM,04-Feb-2026 11:00 AM,23-Jan-2026 06:55 PM,02-Feb-2026 05:00 PM,NA ,NA ,23-Jan-2026 06:55 PM,02-Feb-2026 05:00 PM,25-Feb-2026 11:45 AM,980.0,Nil,Nil,No,"Construction of Boundary Wall for Shamshan sthal (Khasra No. 911) in Village-wailana, YEA WC-06","Construction of Boundary Wall for Shamshan sthal (Khasra No. 911) in Village-wailana, YEA WC-06",Please refer Tender documents. ,NA ,"38,72,114",Civil Works,NA ,Tender,90.0,120.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/457 DT-19/01/2026,2026_YEIDA_1108453_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,AOC,Technical,UNDER EVALUATION,BHARAM PAL SINGH,25-Feb-2026 11:16 AM,,Committee,Internal,Committee,RAJENDRA SINGH BHATI,12-Mar-2026 12:31 PM,finsummary_2047207.pdf (161.36 KB),Finance,UNDER,RAJENDRA SINGH BHATI,12-Mar-2026 12:09 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,25-Feb-2026 11:27 AM,25-Feb-2026 11:45 AM,techsummary_2047207.pdf (671.54 KB),12-Mar-2026,"INR 2,896,341.72",120.0,RAJENDRA SINGH BHATI,06-May-2026 02:49 PM,5.pdf (3068.00 KB),AOC,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1108453_3,YEA/GM(PROJECT)/2026/457 DT-19/01/2026,"Construction of Boundary Wall for Shamshan sthal (Khasra No. 911) in Village-wailana, YEA WC-06",1.0,5838150.0,M/S RUDRAKSHA ENGINEERS AND CONTRACTOR PVT LTD,INR,"2,896,341.72",1.0,5838150.0,M/S RUDRAKSHA ENGINEERS AND CONTRACTOR PVT LTD,02-Feb-2026 03:20 PM,Accepted-AOC,L1,06-May-2026 02:49 PM,AOC
,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5838336.0,M/S S M CONSTRUCTION,02-Feb-2026 04:22 PM,Rejected-Finance,L3,12-Mar-2026 12:31 PM,AOC
,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5837826.0,Shiva Construction,02-Feb-2026 03:36 PM,Rejected-Finance,L2,12-Mar-2026 12:31 PM,AOC
,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5838092.0,V K Engineering,02-Feb-2026 03:57 PM,Rejected-Technical,DISQUALIFIED,25-Feb-2026 11:27 AM,AOC
2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
