Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,06-Feb-2026 04:11 PM,09-Feb-2026 10:00 AM,techsummary_2048912.pdf (1096.96 KB),17-Feb-2026,"INR 158,451.4",15.0,deena nath maurya,08-May-2026 02:53 PM,agno377.pdf (669.00 KB),AOC,Technical,summary,deena nath maurya,06-Feb-2026 04:04 PM,technical_2048912.pdf,Finance,Boq Summary,deena nath maurya,09-Feb-2026 03:24 PM,finance_2048912.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,12-Feb-2026 01:34 PM,finsummary_2048912.pdf (1096.96 KB),1.0,5836723.0,BHAJAN LAL,INR,"158,451.4","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_61,08/AEIV/2025-26,"Providing and Fixing Coir Veneer Board in Room No. 305,306, 307, 315 and 316 at 3rd floor of Sinchai Vikas Bhawan Canal Colony, Lucknow.(Lot No.61)",1,5836723,BHAJAN LAL,01-Feb-2026 09:08 PM,Accepted-AOC,L1,08-May-2026 02:53 PM,AOC,"3,200",No,fixed,,Nil,Nil,"Providing and Fixing Coir Veneer Board in Room No. 305,306, 307, 315 and 316 at 3rd floor of Sinchai Vikas Bhawan Canal Colony, Lucknow.(Lot No.61)","Providing and Fixing Coir Veneer Board in Room No. 305,306, 307, 315 and 316 at 3rd floor of Sinchai Vikas Bhawan Canal Colony, Lucknow.(Lot No.61)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Vikash Bhawan Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,1.0,SBI Bank,Assistant Engineer IV,LDSC Lucknow,590.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,27-Jan-2026 12:00 PM,02-Feb-2026 03:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,27-Jan-2026 12:00 PM ,02-Feb-2026 12:00 PM ,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_61,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5837269,M/S KISHORE KUMAR,02-Feb-2026 10:22 AM,Rejected-AOC,L2,08-May-2026 02:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
