S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
1.0,5892215.0,VIRAT SHIV CONSTRUCTION,INR,"563,093",Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114690_1,5807 B,"Construction of cc road from arvind saini advocate wali gali for naveen nagar and chandar nagar at ward no. 16,55",1,5935239,Milind Choudhray Const.,27-Feb-2026 05:45 AM,Rejected-AOC,L3,09-May-2026 04:02 PM,09-May-2026,"INR 563,093",30.0,Sandeep kumar Misra,09-May-2026 04:02 PM,tech.pdf (23.00 KB),Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 05:23 PM,20-Apr-2026 05:25 PM,techsummary_2067385.pdf (22.89 KB),Finance,Admitted,Sandeep kumar Misra,21-Apr-2026 01:06 PM,finance_2067385.pdf,BOQ Comparative Chart,suresh chand,Internal,,Sandeep kumar Misra,09-May-2026 04:00 PM,finsummary_2067385.pdf (22.89 KB),Technical,Admitted,Madan Pal,25-Mar-2026 08:16 PM,technical_2067385.pdf,AOC,Saharanpur Municipal Corporation Saharanpur UP,5807 B,2026_NNSAH_1114690_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of cc road from arvind saini advocate wali gali for naveen nagar and chandar nagar at ward no. 16,55","Construction of cc road from arvind saini advocate wali gali for naveen nagar and chandar nagar at ward no. 16,55",Please refer Tender documents. ,NA ,"7,11,426",Civil Works,NA ,Tender,105.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nirman vibhag,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical,11-Feb-2026 06:00 PM,28-Feb-2026 11:00 AM,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,20-Apr-2026 05:25 PM,1.0,SBI Bank,826.0,Nil,Nil,No,1.0,"Construction of cc road from arvind saini advocate wali gali for naveen nagar and chandar nagar at ward no. 16,55",Date,,"71,143",No,percentage,10.0%,Nil,Nil,chief engineer,chief engineer,AOC
,,,,,,,,,2,5930657,RAVI KUMAR PRAJAPATI,26-Feb-2026 07:31 PM,Rejected-AOC,L2,09-May-2026 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5916226,Shri Shiv Associates,23-Feb-2026 02:56 PM,Rejected-Technical,invalid bid,20-Apr-2026 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5935804,Vaibhav Const.,27-Feb-2026 07:58 AM,Rejected-AOC,L4,09-May-2026 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5892215,VIRAT SHIV CONSTRUCTION,19-Feb-2026 03:04 PM,Accepted-AOC,L1,09-May-2026 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
