Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"VIKAS KUMAR BDO MANOJ KUMAR GUPT, ADO PANCHAYAT DHARMENDRA KUMAR, JE RED",Internal,"VIKAS KUMAR BDO MANOJ KUMAR GUPT, ADO PANCHAYAT DHARMENDRA KUMAR, JE RED",VIKAS KUMAR,20-May-2026 06:14 PM,20-May-2026 06:25 PM,techsummary_2137132.pdf (240.72 KB),Finance,Bid Opening Summary,VIKAS KUMAR,20-May-2026 08:24 PM,,BOQ Comparative Chart,20-May-2026,"INR 996,102.7",90.0,VIKAS KUMAR,20-May-2026 09:10 PM,12.pdf (58.00 KB),AOC,1.0,6117844.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,15-May-2026 01:49 PM,Accepted-AOC,L1,20-May-2026 09:10 PM,1.0,6117844.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,INR,"996,102.7",Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Belhari,2026_RDUP_1143941_1,105 Date 28-04-2026 Lot No 12,vikaas khand belaharee antargat vibhinn graam panchaayaton mein 23 add haindapamp ka ri-boring kaary,Technical,Bid Opening Summary,VIKAS KUMAR,16-May-2026 07:01 PM,,"VIKAS KUMAR BDO MANOJ KUMAR GUPT, ADO PANCHAYAT DHARMENDRA KUMAR, JE RED",Internal,"VIKAS KUMAR BDO MANOJ KUMAR GUPT, ADO PANCHAYAT DHARMENDRA KUMAR, JE RED",VIKAS KUMAR,20-May-2026 08:41 PM,finsummary_2137132.pdf (240.72 KB),AOC,1,DD - Demand Draft,30-Apr-2026 03:00 PM,15-May-2026 04:00 PM,30-Apr-2026 03:00 PM,15-May-2026 03:00 PM,NA ,NA ,30-Apr-2026 03:00 PM,15-May-2026 03:00 PM,20-May-2026 06:25 PM,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Belhari,105 Date 28-04-2026 Lot No 12,2026_RDUP_1143941_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"19,940",No,fixed,,BDO BELAHARI,BELAHARI,"1,000",BDO BELAHARI,BELAHARI,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,BDO BELAHARI,BDO OFFICE BELAHARI,vikaas khand belaharee antargat vibhinn graam panchaayaton mein 23 add haindapamp ka ri-boring kaary,vikaas khand belaharee antargat vibhinn graam panchaayaton mein 23 add haindapamp ka ri-boring kaary,NIT ,NA ,"9,97,000",Civil Works,NA ,Tender,90.0,90.0,KP BELAHARI,277403.0,NA ,NA ,NA ,BDO OFFICE BELAHARI,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,2.0,6117754.0,MAA ENTERPRISES,15-May-2026 01:28 PM,Rejected-AOC,L2,20-May-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3.0,6117972.0,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,15-May-2026 01:30 PM,Rejected-AOC,L3,20-May-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
