S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Document,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,2380/RED/2025-26/dt-24-1-26,2026_REDUP_1117698_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,"29,000",No,fixed,,Nil,Nil,EE RED MEERUT,EE RED MEERUT DIVISION,19-Feb-2026 10:00 AM,26-Feb-2026 12:30 PM,19-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,NA ,NA ,19-Feb-2026 12:00 PM,25-Feb-2026 12:00 PM,01-Apr-2026 12:00 PM,Gram Mubarikpur mein Arun pandit Ji ke Makan se krishan Prajapati ke Makan Tak interlocking tile dwara sadak Nirman karya,Gram Mubarikpur mein Arun pandit Ji ke Makan se krishan Prajapati ke Makan Tak interlocking tile dwara sadak Nirman karya,Please refer Tender documents. ,NA ,"14,37,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Meerut,250002.0,NA ,NA ,NA ,EE RED MEERUT DIVISION,No ,No,AOC,1.0,5906314.0,M/S MAHALAXMI CONTRACTOR,INR,"1,436,844.42",Finance,Finance Open,SHUBHAM PARLE,05-May-2026 04:22 PM,finance_2077194.pdf,BOQ Comparative Chart,EE RED MEERUT DIVISION,Internal,01-EE RED MEERUT DIVISION 02-AE RED MEERUT DIVISION 03-DAO RED MEERUT DIVISION,SHUBHAM PARLE,05-May-2026 04:25 PM,finsummary_2077194.pdf (736.86 KB),1,5906314,M/S MAHALAXMI CONTRACTOR,21-Feb-2026 02:52 PM,Accepted-AOC,L1 Bidder,05-May-2026 04:28 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,2026_REDUP_1117698_11,2380/RED/2025-26/dt-24-1-26,Gram Mubarikpur mein Arun pandit Ji ke Makan se krishan Prajapati ke Makan Tak interlocking tile dwara sadak Nirman karya,EE RED MEERUT,Internal,01-EE RED MEERUT 02-AE RED MEERUT 03-DAO RED MEERUT,SHUBHAM PARLE,29-Mar-2026 11:15 AM,01-Apr-2026 12:00 PM,techsummary_2077194.pdf (469.38 KB),05-May-2026,"INR 1,436,844.42",90.0,SHUBHAM PARLE,05-May-2026 04:28 PM,finance2.pdf (737.00 KB),Bond with M/s. Mahalaxmi Contractor,Technical,technical,SHUBHAM PARLE,28-Mar-2026 04:36 PM,technical_2077194.pdf,AOC
,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5906537,SHIVANI,21-Feb-2026 04:18 PM,Rejected-Finance,L2 BIDDER,05-May-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
