Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,Technical Bid,sanjeet narayan upendra,18-Feb-2026 05:11 PM,technical_2060590.pdf,22-Apr-2026,"INR 426,219.9",60.0,sanjeet narayan upendra,15-May-2026 05:47 PM,lot8.pdf (292.00 KB),AOC,Himanshu Dharia,Internal,E.E.,sanjeet narayan upendra,18-Feb-2026 05:35 PM,19-Feb-2026 12:00 PM,techsummary_2060590.pdf (878.79 KB),1,5874980,JAINUL HASAN THEKEDAR,16-Feb-2026 01:26 PM,Rejected-Technical,Incomplete Document,18-Feb-2026 05:35 PM,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",2026_UPIDC_1113144_12,03/EE/2025-26,construction of 11 no. outlet km. 0.000 to km. 3.688 left and right bank of Rajpur Mr. (Lot-08),1.0,5862905.0,MOHD IMRAN CONTRACTOR,INR,"426,219.9",Finance,Finacial Bid,sanjeet narayan upendra,21-Feb-2026 12:35 PM,finance_2060590.pdf,BOQ Comparative Chart,Himanshu Dharia,Internal,E.E.,sanjeet narayan upendra,21-Feb-2026 01:24 PM,finsummary_2060590.pdf (878.79 KB),AOC,854.0,Nil,Nil,No,09-Feb-2026 10:00 AM,17-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,16-Feb-2026 02:00 PM,NA ,NA ,09-Feb-2026 10:00 AM,16-Feb-2026 02:00 PM,19-Feb-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,1.0,SBI Bank,"10,000",No,fixed,,Nil,Nil,Executive Engineer,M.G.C.C.D.-7 Bijnor,construction of 11 no. outlet km. 0.000 to km. 3.688 left and right bank of Rajpur Mr. (Lot-08),construction of 11 no. outlet km. 0.000 to km. 3.688 left and right bank of Rajpur Mr. (Lot-08),Please refer Tender documents. ,NA ,"5,06,000",Civil Works - Canal,NA ,Tender,60.0,NA ,sambhal,244304.0,NA ,NA ,NA ,M.G.C.C.D.-7 Bijnor,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",03/EE/2025-26,2026_UPIDC_1113144_12,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,5862905,MOHD IMRAN CONTRACTOR,15-Feb-2026 05:31 PM,Accepted-AOC,L1,15-May-2026 05:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,5875854,M/S SUBHASH CHAND CONTRACTOR,16-Feb-2026 03:10 AM,Rejected-Finance,L2,21-Feb-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
