Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1105509_1,1609/EE RED Jaunpur/25-26 Dt 16/12/2025,"Under District Jaunpur, Construction of Interlocking Road from Lalmani Yadav house to Harinath Prajapati house to Shiva temple in Gram Panchayat Nevada under Khand Shahganj (Sondhi), Lot No 1",1.0,5799866.0,BIRJESH KUMAR,INR,"1,561,129",1,5799866,BIRJESH KUMAR,14-Jan-2026 04:50 PM,Accepted-AOC,AoC,14-May-2026 09:26 PM,14-May-2026,"INR 1,561,129",90.0,Alok Kumar,14-May-2026 09:26 PM,1609_1.pdf (705.00 KB),Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,14-May-2026 10:52 AM,finsummary_2039785.pdf (704.85 KB),Technical,Summary,Neeraj Kumar,19-Jan-2026 01:20 PM,,Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Neeraj Kumar,26-Jan-2026 09:57 AM,29-Jan-2026 12:00 PM,techsummary_2039785.pdf (631.46 KB),Finance,Summary,Neeraj Kumar,29-Jan-2026 03:18 PM,,BOQ Comparative Chart,AOC,12-Jan-2026 09:00 AM,19-Jan-2026 12:30 PM,12-Jan-2026 09:00 AM,19-Jan-2026 12:00 PM,NA ,NA ,12-Jan-2026 09:00 AM,19-Jan-2026 12:00 PM,29-Jan-2026 12:00 PM,"Under District Jaunpur, Construction of Interlocking Road from Lalmani Yadav house to Harinath Prajapati house to Shiva temple in Gram Panchayat Nevada under Khand Shahganj (Sondhi), Lot No 1","Under District Jaunpur, Construction of Interlocking Road from Lalmani Yadav house to Harinath Prajapati house to Shiva temple in Gram Panchayat Nevada under Khand Shahganj (Sondhi), Lot No 1",Please refer Tender documents. ,NA ,"13,24,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur ",17-Jan-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur",944.0,Nil,Nil,No,"26,500",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,1609/EE RED Jaunpur/25-26 Dt 16/12/2025,2026_REDUP_1105509_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
,,,,,,,,,2,5799897,JEET BAHADUR SINGH,14-Jan-2026 05:02 PM,Rejected-Finance,REJECTED,14-May-2026 10:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
