Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
860.0,Nil,Nil,No,"30,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANNAUJ,911/RED/ETender/2025-26 Dt 11.03.2026,2026_REDUP_1134635_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of interlocking from main road to Sri Mahendra Singh house at village Kharauli block Saurikh,Construction of interlocking from main road to Sri Mahendra Singh house at village Kharauli block Saurikh,Please refer Tender documents. ,NA ,"14,91,000",Civil Works,NA ,Tender,90.0,90.0,Vikas Bhawan Kannauj,209727.0,NA ,NA ,NA ,Office Vikas Bhawan Kannauj,No ,No,1,Fee/PreQual/Technical,.pdf,Technical,08-Apr-2026 04:15 PM,18-Apr-2026 02:00 PM,08-Apr-2026 04:30 PM,17-Apr-2026 12:00 PM,NA ,NA ,08-Apr-2026 05:15 PM,17-Apr-2026 12:00 PM,13-May-2026 04:00 PM,1.0,SBI Bank,Executive Engineer R.E.D. Kannauj,Office Executive Engineer R.E.D. S-6 IInd Floor Vikas Bhawan Kannauj,AOC,Sri Alok Kumar Srivastava E.E.,Internal,1- Sri Abhishek Kumar A.E. 2- Sri Ankur Kumar DAO,Alok Kumar Srivastava,13-May-2026 11:46 AM,13-May-2026 04:00 PM,techsummary_2118221.pdf (347.14 KB),Finance,summary,Alok Kumar Srivastava,29-May-2026 04:36 PM,,BOQ Comparative Chart,Sri Alok Kumar Srivastava E.E.,Internal,1. Sri Abhishek Kumar A.E. 2- Sri Ankur Kumar DAO,Alok Kumar Srivastava,29-May-2026 05:02 PM,finsummary_2118221.pdf (347.14 KB),Technical,summary,Alok Kumar Srivastava,13-May-2026 11:35 AM,technical_2118221.pdf,1,6045875,M/S DEEN DAYAL CONTRACTOR,14-Apr-2026 01:02 PM,Rejected-Finance,High Rate Bid Rejected,29-May-2026 05:02 PM,1.0,6045770.0,VANDANA TRADERS,INR,"1,258,859",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANNAUJ,2026_REDUP_1134635_1,911/RED/ETender/2025-26 Dt 11.03.2026,Construction of interlocking from main road to Sri Mahendra Singh house at village Kharauli block Saurikh,29-May-2026,"INR 1,258,859",90.0,Alok Kumar Srivastava,29-May-2026 05:10 PM,khargapurashram.pdf (798.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6045770,VANDANA TRADERS,14-Apr-2026 12:31 PM,Accepted-AOC,Low Rate Bid Accepted,29-May-2026 05:16 PM,,,,,,,,,,,,,,,,AOC
