EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"66,160",No,fixed,,Nil,Nil,590.0,Nil,Nil,No,1.0,SBI Bank,06-Mar-2026 01:30 PM,12-Mar-2026 03:00 PM,06-Mar-2026 01:30 PM,12-Mar-2026 01:00 PM,NA ,NA ,06-Mar-2026 01:30 PM,12-Mar-2026 01:00 PM,23-Mar-2026 01:30 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Varanasi,TD_14/EEBMMDVNS/2025-26,2026_UPIDM_1122192_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,Office Of Executive Engineer Barrage Mechanical Maintenance Division Ashapur Sarnath Varanasi. 221007,"Providing, filling, placing And laying/installation of Geotextile tube under project of river training work by channelization to protect Vill- Chehalawa And other group of villages situated at left bank of Ghaghara river in Dist- Bahraich","Providing, filling, placing And laying/installation of Geotextile tube under project of river training work by channelization to protect Vill- Chehalawa And other group of villages situated at left bank of Ghaghara river in Dist- Bahraich",Please refer Tender documents. ,NA ,"33,08,000",Miscellaneous Works,NA ,Tender,90.0,20.0,BAHRAICH,271801.0,NA ,NA ,NA ,VARANASI,No ,No,AOC,KUMAR GAURAV ARVIND,Internal,,Kumar Gaurav Arvind,21-May-2026 12:51 PM,finsummary_2089375.pdf (224.40 KB),Technical,Technical Part A opened,Kumar Gaurav Arvind,23-Mar-2026 01:16 PM,technical_2089375.pdf,KUMAR GAURAV ARVIND,Internal,,Kumar Gaurav Arvind,23-Mar-2026 01:18 PM,23-Mar-2026 01:30 PM,techsummary_2089375.pdf (48.68 KB),Finance,Financial Part B Opened,Kumar Gaurav Arvind,21-May-2026 12:47 PM,finance_2089375.pdf,BOQ Comparative Chart,1.0,5964553.0,M/S RAJARAM,INR,"3,139,117",U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Varanasi,2026_UPIDM_1122192_3,TD_14/EEBMMDVNS/2025-26,"Providing, filling, placing And laying/installation of Geotextile tube under project of river training work by channelization to protect Vill- Chehalawa And other group of villages situated at left bank of Ghaghara river in Dist- Bahraich",1,5962374,ANIL KUMAR SINGH,10-Mar-2026 06:00 PM,Rejected-Finance,Higher,21-May-2026 12:51 PM,21-May-2026,"INR 3,139,117",20.0,Kumar Gaurav Arvind,21-May-2026 12:55 PM,AOC_14_3.pdf (1415.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5964553,M/S RAJARAM,11-Mar-2026 02:20 PM,Accepted-AOC,Lowest,21-May-2026 12:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5961888,M/S S S ENTERPRISES,11-Mar-2026 12:46 PM,Rejected-Finance,Higher,21-May-2026 12:51 PM,,,,,,,AOC
