Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,09-Mar-2026 02:29 PM,10-Mar-2026 10:00 AM,techsummary_2079698.pdf (1096.96 KB),Technical,summary,deena nath maurya,09-Mar-2026 01:55 PM,technical_2079698.pdf,13-Mar-2026,"INR 166,283.48",10.0,deena nath maurya,12-May-2026 05:07 PM,agno475.pdf (671.00 KB),AOC,1,5939853,M/S KISHORE KUMAR,28-Feb-2026 02:50 AM,Rejected-AOC,L2,12-May-2026 05:07 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1118401_50,09/AEIV/2025-26,"Providing and fixing stainless steel Railing in Basement Right side Parking wall of Sinchai Vikas Bhawan Canal Colony, Cantt Road, Lucknow.(Lot No.50)",D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,12-Mar-2026 04:36 PM,finsummary_2079698.pdf (1096.96 KB),Finance,Summary,deena nath maurya,12-Mar-2026 01:03 PM,finance_2079698.pdf,BOQ Comparative Chart,1.0,5939657.0,M/S MOHIT ENTERPRISES,INR,"166,283.48",AOC,Assistant Engineer IV,LDSC Lucknow,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",09/AEIV/2025-26,2026_UPIDC_1118401_50,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,21-Feb-2026 12:00 PM,28-Feb-2026 03:00 PM,21-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,21-Feb-2026 12:00 PM ,28-Feb-2026 12:00 PM ,21-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,10-Mar-2026 10:00 AM,1.0,SBI Bank,590.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,"Providing and fixing stainless steel Railing in Basement Right side Parking wall of Sinchai Vikas Bhawan Canal Colony, Cantt Road, Lucknow.(Lot No.50)","Providing and fixing stainless steel Railing in Basement Right side Parking wall of Sinchai Vikas Bhawan Canal Colony, Cantt Road, Lucknow.(Lot No.50)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,10.0,Vikash Bhawan Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,"3,340",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,5939657,M/S MOHIT ENTERPRISES,28-Feb-2026 01:11 AM,Accepted-AOC,L1,12-May-2026 05:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,5935359,Om Enterprises,27-Feb-2026 12:29 PM,Not Admitted-Fee/PreQual/Technical,Others-as per nit,09-Mar-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
