Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
17-Feb-2026,"INR 151,598.22",15.0,deena nath maurya,08-May-2026 02:19 PM,agno372.pdf (674.00 KB),AOC,Technical,Summary,deena nath maurya,06-Feb-2026 01:51 PM,technical_2048751.pdf,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,06-Feb-2026 05:18 PM,09-Feb-2026 10:00 AM,techsummary_2048751.pdf (1096.96 KB),1.0,5835313.0,CHANDRA SEN,INR,"151,598.22",D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,11-Feb-2026 01:46 PM,finsummary_2048751.pdf (1096.96 KB),Finance,Boq Summary,deena nath maurya,09-Feb-2026 12:12 PM,finance_2048751.pdf,BOQ Comparative Chart,1,5835313,CHANDRA SEN,01-Feb-2026 10:47 PM,Accepted-AOC,L1,08-May-2026 02:19 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_14,08/AEIV/2025-26,Construction of Rain Chute at Km.1.950 (River Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.14),AOC,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,1.0,SBI Bank,Assistant Engineer IV,LDSC Lucknow,27-Jan-2026 12:00 PM,02-Feb-2026 03:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,27-Jan-2026 12:00 PM ,02-Feb-2026 12:00 PM ,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,Construction of Rain Chute at Km.1.950 (River Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.14),Construction of Rain Chute at Km.1.950 (River Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.14),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,gomti nagar vistaar,226010.0,NA ,NA ,NA ,canal Colony,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"3,040",No,fixed,,Nil,Nil,590.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5835330,KISHORI,01-Feb-2026 09:12 PM,Rejected-AOC,L2,08-May-2026 02:19 PM,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
