Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||Irrigation Construction Circle, Bahraich||SCD-5, bahraich",03/EE/2025-26,2026_UPIDC_1110507_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER SARYU NAHAR KHAND-5 BAHRAICH,OFFICE OF THE EXECUTIVE ENGINEER SARYU NAHAR KHAND-5 BAHRAICH,"67,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"2,354",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Document,Construction of VRB at Km. 1.100 and km. 1.300 contruction of canal from km. 1.200 to km. 1.242 and form km. 4.320 to km. 4.348 and earth work in restoration of canal from km. 0.000 to km. 4.600 (Excpet newly constructed canal) of Behra Mr.,Construction of VRB at Km. 1.100 and km. 1.300 contruction of canal from km. 1.200 to km. 1.242 and form km. 4.320 to km. 4.348 and earth work in restoration of canal from km. 0.000 to km. 4.600 (Excpet newly constructed canal) of Behra Mr.,Plz refer Tender Document ,NA ,"33,49,000",Civil Works,NA ,Tender,90.0,45.0,Bahraich,271801.0,NA ,NA ,NA ,SARYU NAHAR KHAND-5 BAHRAICH,No ,No,30-Jan-2026 09:00 AM,06-Feb-2026 04:00 PM,30-Jan-2026 11:00 AM,06-Feb-2026 03:00 PM,NA ,NA ,30-Jan-2026 11:00 AM,06-Feb-2026 03:00 PM,16-Feb-2026 03:00 PM,AOC,Finance,Summary,DINESH KUMAR,18-Feb-2026 03:53 PM,finance_2050873.pdf,BOQ Comparative Chart,EESNK5BAHRAICH,Internal,Divisional_Accountant_Saryu_Nahar_Khand_5_Bahraich_Executive_Engineer_Saryu Nahar_Khand_1_Bahraich,DINESH KUMAR,13-Feb-2026 04:04 PM,16-Feb-2026 03:00 PM,techsummary_2050873.pdf (681.99 KB),Technical,Summary,DINESH KUMAR,13-Feb-2026 04:00 PM,technical_2050873.pdf,EESNK5BAHRAICH,Internal,Divisional_Accountant_Saryu_Nahar_Khand_5_Bahraich_Executive_Engineer_Saryu Nahar_Khand_1_Bahraich,DINESH KUMAR,18-Feb-2026 04:07 PM,finsummary_2050873.pdf (22.30 KB),28-Feb-2026,"INR 3,322,885.04",45.0,DINESH KUMAR,12-May-2026 03:24 PM,Pank_AOC.pdf (275.00 KB),L1,1.0,5842149.0,M/S PANKAJ KUMAR SINGH CONTRACTOR,INR,"3,322,885.04","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||Irrigation Construction Circle, Bahraich||SCD-5, bahraich",2026_UPIDC_1110507_2,03/EE/2025-26,Construction of VRB at Km. 1.100 and km. 1.300 contruction of canal from km. 1.200 to km. 1.242 and form km. 4.320 to km. 4.348 and earth work in restoration of canal from km. 0.000 to km. 4.600 (Excpet newly constructed canal) of Behra Mr.,1.0,5842135.0,M/S G N CONSTRUCTION,05-Feb-2026 03:08 PM,Rejected-Finance,L2,18-Feb-2026 04:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5842149.0,M/S PANKAJ KUMAR SINGH CONTRACTOR,05-Feb-2026 03:19 PM,Accepted-AOC,L1,12-May-2026 03:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
