Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
854.0,Nil,Nil,No,"45,900",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,1617/RED/cashier/25-26 dt 20-03-2026,2026_REDUP_1139817_25,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,23-Apr-2026 10:00 AM,28-Apr-2026 12:30 PM,23-Apr-2026 10:00 AM,28-Apr-2026 12:00 PM,NA ,NA ,23-Apr-2026 10:00 AM,28-Apr-2026 12:00 PM,11-May-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical document,Executive Engineer,EE red saharanpur vikas bhawan delhi road saharanpur,1.0,SBI Bank,GRAM NANDANPUR BLOCK RAMPUR MANIHARAN ME SHREE SHIV MANDIR SE SHIV KUMAR KE GHER TAK C.C.ROAD VAI NALI NIRMAAN KARYA,GRAM NANDANPUR BLOCK RAMPUR MANIHARAN ME SHREE SHIV MANDIR SE SHIV KUMAR KE GHER TAK C.C.ROAD VAI NALI NIRMAAN KARYA,GRAM NANDANPUR BLOCK RAMPUR MANIHARAN ME SHREE SHIV MANDIR SE SHIV KUMAR KE GHER TAK C.C.ROAD VAI NALI NIRMAAN KARYA ,NA ,"22,93,000",Civil Works,NA ,Tender,90.0,90.0,EE red saharanpur,247001.0,EE red saharanpur vikas bhawan delhi road saharanp ,EE red saharanpur vikas bhawan delhi road saharanpur ,25-Apr-2026 12:00 PM ,EE red saharanpur vikas bhawan delhi road saharanp,No ,No,AOC,Finance,admitted,Rajendra Kumar,25-May-2026 05:17 PM,,BOQ Comparative Chart,Ravi,Internal,pavan kumar vinod kumar,Rajendra Kumar,25-May-2026 05:21 PM,finsummary_2129002.pdf (98.11 KB),1.0,6071776.0,SAINI CONTRACTORS,INR,"2,223,807",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1139817_25,1617/RED/cashier/25-26 dt 20-03-2026,GRAM NANDANPUR BLOCK RAMPUR MANIHARAN ME SHREE SHIV MANDIR SE SHIV KUMAR KE GHER TAK C.C.ROAD VAI NALI NIRMAAN KARYA,1.0,6071955.0,sachin kumar thekedar,28-Apr-2026 06:20 AM,Rejected-Finance,L2,25-May-2026 05:21 PM,Ravi,Internal,sandeep kumar aggarwal pavan kumar,SANDEEP KUMAR AGARWAL,07-May-2026 07:04 PM,11-May-2026 12:00 PM,techsummary_2129002.pdf (98.16 KB),25-May-2026,"INR 2,223,807",90.0,Rajendra Kumar,25-May-2026 05:24 PM,dd.pdf (98.00 KB),ok,Technical,ok,SANDEEP KUMAR AGARWAL,07-May-2026 06:13 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,fess end emd,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,6071776.0,SAINI CONTRACTORS,28-Apr-2026 08:17 AM,Accepted-AOC,L1,25-May-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,As per BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
