S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,Repairing and Maintenance works in Residence no. Type-II-3/1 and 3/3 in Driver Block at Canal colony cantt Road Lucknow.(Lot No.32),Repairing and Maintenance works in Residence no. Type-II-3/1 and 3/3 in Driver Block at Canal colony cantt Road Lucknow.(Lot No.32),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,Assistant Engineer IV,LDSC Lucknow,27-Jan-2026 12:00 PM,02-Feb-2026 03:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,27-Jan-2026 12:00 PM ,02-Feb-2026 12:00 PM ,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,590.0,Nil,Nil,No,"3,360",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_32,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_32,08/AEIV/2025-26,Repairing and Maintenance works in Residence no. Type-II-3/1 and 3/3 in Driver Block at Canal colony cantt Road Lucknow.(Lot No.32),1,5836966,M/S MOHIT ENTERPRISES,02-Feb-2026 12:25 AM,Rejected-AOC,L2,11-May-2026 10:51 AM,1.0,5837015.0,RAMAYAN ASSOCIATES,INR,"165,965.77",Finance,Boq Summary,deena nath maurya,09-Feb-2026 01:41 PM,finance_2048780.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,11-Feb-2026 03:04 PM,finsummary_2048780.pdf (1096.96 KB),D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,06-Feb-2026 04:51 PM,09-Feb-2026 10:00 AM,techsummary_2048780.pdf (1096.96 KB),Technical,summary,deena nath maurya,06-Feb-2026 02:46 PM,technical_2048780.pdf,17-Feb-2026,"INR 165,965.77",15.0,deena nath maurya,11-May-2026 10:51 AM,agno419.pdf (1022.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5837015,RAMAYAN ASSOCIATES,02-Feb-2026 01:08 AM,Accepted-AOC,L1,11-May-2026 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
