Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,30-Mar-2026 11:49 AM,30-Mar-2026 12:00 PM,techsummary_2099899.pdf (868.63 KB),26-May-2026,INR 100,90.0,Virendra Kumar Pandey,26-May-2026 04:38 PM,11.pdf (222.00 KB),Technical,Bid Opening Summary,Praveen Kumar,30-Mar-2026 11:12 AM,,1.0,5997073.0,FAISHON LOOK,INR,100.0,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,25-May-2026 08:58 PM,finsummary_2099899.pdf (222.22 KB),Finance,Bid Opening Summary,Praveen Kumar,30-Mar-2026 01:14 PM,,BOQ Comparative Chart,1,5997073,FAISHON LOOK,23-Mar-2026 09:23 AM,Accepted-AOC,L1,26-May-2026 04:38 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1126057_11,2422/RED Tender KUSHINAGAR,Vikas Khand Sevarhi ke Gram Sabha Daniyari me Sadhu Tiwari ke ghar se Inden Gas Agency ki taraf jaane wale marg par CC road ka nirman karya.,AOC,752.0,Nil,Nil,No,EE RED KUSHINAGAR,EE RED KUSHINAGAR,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Vikas Khand Sevarhi ke Gram Sabha Daniyari me Sadhu Tiwari ke ghar se Inden Gas Agency ki taraf jaane wale marg par CC road ka nirman karya.,Vikas Khand Sevarhi ke Gram Sabha Daniyari me Sadhu Tiwari ke ghar se Inden Gas Agency ki taraf jaane wale marg par CC road ka nirman karya.,Please refer Tender documents. ,NA ,"11,37,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,"23,000",No,fixed,,Nil,Nil,17-Mar-2026 09:00 AM,23-Mar-2026 03:00 PM,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2422/RED Tender KUSHINAGAR,2026_REDUP_1126057_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5997143,M/S BHOLASHANKAR RAI,23-Mar-2026 09:53 AM,Rejected-Finance,L2,25-May-2026 08:58 PM,,,,,AOC,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
