Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EE RED Jhansi,EE RED Jhansi,1.0,SBI Bank,15- Gram Palra Block Bangra main ranjeet singh ke makan se arvind singh ke bade hote huye Arvind Singh kushwaha ke nmakan ki aur Apex sadak abam nali nirman karya.,15- Gram Palra Block Bangra main ranjeet singh ke makan se arvind singh ke bade hote huye Arvind Singh kushwaha ke nmakan ki aur Apex sadak abam nali nirman karya.,Please refer Tender documents. ,NA ,"25,52,000",Civil Works,NA ,Tender,90.0,90.0,15- Gram Palra Block Bangra main ranjeet singh ke,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,1.0,date6,Date,,1,Fee/PreQual/Technical,.pdf,sbd,"2,354",Nil,Nil,No,07-Feb-2026 12:34 AM,06-Apr-2026 03:30 PM,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,NA ,NA ,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,04-May-2026 12:30 PM,"1,28,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3222/RED/Tender/2025-269 Date 14-01-2026,2026_REDUP_1113367_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,11-May-2026 01:34 PM,finsummary_2060863.pdf (214.95 KB),Finance,final,RAJNEESH KUMAR,11-May-2026 01:30 PM,finance_2060863.pdf,BOQ Comparative Chart,1.0,5995441.0,M/S GAJRAJ SINGH CONSTRUCTION COMPANY,INR,"2,537,651",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1113367_15,3222/RED/Tender/2025-269 Date 14-01-2026,15- Gram Palra Block Bangra main ranjeet singh ke makan se arvind singh ke bade hote huye Arvind Singh kushwaha ke nmakan ki aur Apex sadak abam nali nirman karya.,1,6023579,LUCKY ENTERPRISES,31-Mar-2026 10:29 AM,Rejected-Finance,N,11-May-2026 01:34 PM,11-May-2026,"INR 2,537,651",90.0,RAJNEESH KUMAR,11-May-2026 01:39 PM,Palra_ranjeetsingh.pdf (215.00 KB),FINAL,Technical,final,RAJNEESH KUMAR,28-Apr-2026 12:51 PM,,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,28-Apr-2026 01:07 PM,04-May-2026 12:30 PM,techsummary_2060863.pdf (261.89 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5995441,M/S GAJRAJ SINGH CONSTRUCTION COMPANY,31-Mar-2026 10:23 AM,Accepted-AOC,Y,11-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,AOC
