Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Lot23 Main road nagra belthara se bidhara hote hue rampur chandela tak sadak nirman kary,Lot23 Main road nagra belthara se bidhara hote hue rampur chandela tak sadak nirman kary,Please refer Tender documents. ,NA ,"14,73,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,NA ,NA ,NA ,EE RED DIV Ballia,No ,No,EE RED DIV Ballia,EE RED DIV Ballia,1.0,SBI Bank,"30,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,30/EE/RED/2025-26/04-04-2026,2026_REDUP_1136277_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,856.0,Nil,Nil,No,13-Apr-2026 12:00 PM,20-Apr-2026 12:30 PM,13-Apr-2026 12:00 PM,18-Apr-2026 12:00 PM,NA ,NA ,13-Apr-2026 12:00 PM,18-Apr-2026 12:00 PM,25-Apr-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Tender FEE EMD,AOC,EE,Internal,aedao,Ratnesh Kumar Gond,24-Apr-2026 04:24 PM,25-Apr-2026 11:00 AM,techsummary_2121806.pdf (79.54 KB),Finance,2 bid,Ratnesh Kumar Gond,25-Apr-2026 01:30 PM,,BOQ Comparative Chart,EE,Internal,aedao,Ratnesh Kumar Gond,15-May-2026 03:16 PM,finsummary_2121806.pdf (79.54 KB),Technical,2 bid,Ratnesh Kumar Gond,20-Apr-2026 04:09 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1136277_1,30/EE/RED/2025-26/04-04-2026,Lot23 Main road nagra belthara se bidhara hote hue rampur chandela tak sadak nirman kary,1.0,6052945.0,M/s Gauri Enterprises,INR,"1,459,007.77",1.0,6052945.0,M/s Gauri Enterprises,17-Apr-2026 08:08 PM,Accepted-AOC,aoc,15-May-2026 03:29 PM,15-May-2026,"INR 1,459,007.77",90.0,Ratnesh Kumar Gond,15-May-2026 03:30 PM,rispansiv31.pdf (80.00 KB),aoc,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,other tecnical document,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6052898.0,M/s SHAKTI CONSTRUCTION,17-Apr-2026 08:20 PM,Rejected-Finance,second lowest,15-May-2026 03:16 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq for rate,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
