EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"58,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,1450/RED/e-Tender/2025-26 Date 27.01.2026,2026_REDUP_1112968_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,854.0,Nil,Nil,No,CC work from Idgah to Surendra shop in village Bilhari (Mion),CC work from Idgah to Surendra shop in village Bilhari (Mion),Please Refer To Tender ,NA ,"28,95,243",Civil Works,NA ,Tender,90.0,90.0,Vikas Bhawan Badaun,243601.0,NA ,NA ,NA ,"RED, Vikas Bhawan, Badaun",No ,No,07-Feb-2026 12:00 PM,09-Mar-2026 04:00 PM,07-Feb-2026 12:00 PM,09-Mar-2026 12:00 PM,NA ,NA ,07-Feb-2026 12:00 PM,09-Mar-2026 12:00 PM,24-Mar-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical,"Executive Engineer, RED, Division Badaun","Office of Executive Engineer, Rural Engineering Department, Division Badaun, Room No. 226, First Floor, Vikas Bhawan, Badaun 243601",AOC,Finance,Financial Bid Opened,BHOOPENDRA PRATAP SINGH,24-Mar-2026 01:19 PM,,BOQ Comparative Chart,Executive Engineer,Internal,AE and DAO,BHOOPENDRA PRATAP SINGH,19-Mar-2026 04:22 PM,24-Mar-2026 12:00 PM,techsummary_2059371.pdf (343.66 KB),Technical,Technical Bid Opened,BHOOPENDRA PRATAP SINGH,09-Mar-2026 05:55 PM,,Executive Engineer,Internal,AE and DAO,BHOOPENDRA PRATAP SINGH,27-Mar-2026 03:53 PM,finsummary_2059371.pdf (512.73 KB),28-Mar-2026,"INR 2,892,348",90.0,BHOOPENDRA PRATAP SINGH,25-May-2026 03:54 PM,Bilhari.pdf (996.00 KB),Agreement Cost For Construction Without GST,1,5949090,K K CONSTRUCTION,06-Mar-2026 12:20 PM,Accepted-AOC,Due To Lower Rate,25-May-2026 03:54 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,2026_REDUP_1112968_5,1450/RED/e-Tender/2025-26 Date 27.01.2026,CC work from Idgah to Surendra shop in village Bilhari (Mion),1.0,5949090.0,K K CONSTRUCTION,INR,"2,892,348",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5951422,MS SUPER AGRO,06-Mar-2026 08:38 PM,Rejected-Finance,Due To Higher Bid,27-Mar-2026 03:53 PM,,,,,,,,,,AOC
