Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of cc road and nali from masjid lungi gran to afzal house for mihallah lungi gran at ward no. 69,Construction of cc road and nali from masjid lungi gran to afzal house for mihallah lungi gran at ward no. 69,Please refer Tender documents. ,NA ,"9,41,809",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical,826.0,Nil,Nil,No,chief Engineer Nagar Nigam Saharanpur,chief Engineer Nagar Nigam Saharanpur,"94,181",No,percentage,10.0%,Nil,Nil,1.0,Construction of cc road and nali from masjid lungi gran to afzal house for mihallah lungi gran at ward no. 69,Date,,Saharanpur Municipal Corporation Saharanpur UP,6040 B,2026_NNSAH_1114389_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,11-Feb-2026 06:55 PM,28-Feb-2026 11:00 AM,11-Feb-2026 06:55 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:55 PM,27-Feb-2026 03:00 PM,20-Apr-2026 12:00 PM,1.0,SBI Bank,AOC,Technical,Admitted,Sandeep kumar Misra,10-Mar-2026 01:13 PM,technical_2066414.pdf,Suresh Chand,Internal,,Madan Pal,19-May-2026 10:58 AM,finsummary_2066414.pdf (23.81 KB),Finance,Admitted,Sandeep kumar Misra,21-Apr-2026 07:00 PM,finance_2066414.pdf,Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 11:55 AM,20-Apr-2026 12:00 PM,techsummary_2066414.pdf (22.89 KB),19-May-2026,"INR 926,269",30.0,Madan Pal,19-May-2026 11:00 AM,tech.pdf (24.00 KB),Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114389_1,6040 B,Construction of cc road and nali from masjid lungi gran to afzal house for mihallah lungi gran at ward no. 69,1.0,5935527.0,RAVISH ENTERPRISES,INR,"926,269",1,5935653,MOHD FURQAN,27-Feb-2026 03:14 AM,Rejected-AOC,L3,19-May-2026 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5935589,M/S AFZAL AHMAD CONTRACTOR,27-Feb-2026 12:22 PM,Rejected-AOC,L2,19-May-2026 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5935527,RAVISH ENTERPRISES,27-Feb-2026 01:51 AM,Accepted-AOC,L1,19-May-2026 11:00 AM,AOC
