Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
12-May-2026,"INR 2,057,127.17",90.0,Satyaprakash Mishra,12-May-2026 02:29 PM,o.pdf (652.00 KB),AWARD OF CONTRACT,1.0,6055690.0,NARAYAN CONSTRUCTION,INR,"2,057,127.17",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1138519_2,Notice No. 59 date 08-04-20269,Construction of Inter locking road at Gram Mavaiya Urua me Shobit Shukla ke ghar se Bade talab tha,1,6055865,M/S SURESH KUMAR YADAV,23-Apr-2026 12:40 AM,Rejected-Finance,Higher,06-May-2026 05:04 PM,Technical,d,Satyaprakash Mishra,30-Apr-2026 01:46 PM,,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,06-May-2026 05:04 PM,finsummary_2125710.pdf (577.73 KB),Finance,d,Satyaprakash Mishra,06-May-2026 04:42 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er SP Mishra,Satyaprakash Mishra,30-Apr-2026 03:36 PM,02-May-2026 01:00 PM,techsummary_2125710.pdf (268.83 KB),AOC,1,Fee/PreQual/Technical,.pdf,pdf,eeredallahabad,eeredallahabad,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 59 date 08-04-20269,2026_REDUP_1138519_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Inter locking road at Gram Mavaiya Urua me Shobit Shukla ke ghar se Bade talab tha,Construction of Inter locking road at Gram Mavaiya Urua me Shobit Shukla ke ghar se Bade talab tha,Please refer Tender documents. ,NA ,"20,60,000",Civil Works,NA ,Tender,60.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,"2,500",Nil,Nil,No,1.0,SBI Bank,"42,000",No,fixed,,Nil,Nil,17-Apr-2026 06:55 PM,24-Apr-2026 01:00 PM,17-Apr-2026 06:55 PM,23-Apr-2026 05:00 PM,NA ,NA ,17-Apr-2026 06:55 PM,23-Apr-2026 05:00 PM,02-May-2026 01:00 PM,AOC
,,,,,,,,,,,,,,,,2,6055690,NARAYAN CONSTRUCTION,23-Apr-2026 10:27 AM,Accepted-AOC,accepted,12-May-2026 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
