Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
12-May-2026,"INR 2,110,543.02",90.0,Satyaprakash Mishra,12-May-2026 02:08 PM,n.pdf (585.00 KB),AWARD OF CONTRACT,1,6055857,M/S SURESH KUMAR YADAV,23-Apr-2026 12:43 AM,Rejected-Finance,Higher,06-May-2026 05:40 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1138481_3,Notice No. 58 date 08-04-2026,Construction of Inter locking road at Gram Nibaiya me muslim basti se ramraj ke ghar tak,1.0,6055694.0,NARAYAN CONSTRUCTION,INR,"2,110,543.02",Technical,d,Satyaprakash Mishra,30-Apr-2026 01:58 PM,,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,06-May-2026 05:40 PM,finsummary_2125693.pdf (484.82 KB),Finance,d,Satyaprakash Mishra,06-May-2026 04:40 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,30-Apr-2026 02:30 PM,02-May-2026 01:00 PM,techsummary_2125693.pdf (371.70 KB),AOC,Construction of Inter locking road at Gram Nibaiya me muslim basti se ramraj ke ghar tak,Construction of Inter locking road at Gram Nibaiya me muslim basti se ramraj ke ghar tak,Please refer Tender documents. ,NA ,"21,14,000",Civil Works,NA ,Tender,90.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,17-Apr-2026 06:55 PM,24-Apr-2026 01:00 PM,17-Apr-2026 06:55 PM,23-Apr-2026 05:00 PM,NA ,NA ,17-Apr-2026 06:55 PM,23-Apr-2026 05:00 PM,02-May-2026 01:00 PM,1.0,SBI Bank,eeredallahabad,eeredallahabad,"2,500",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 58 date 08-04-2026,2026_REDUP_1138481_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"43,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,pdf,AOC
,,,,,,,2,6055694,NARAYAN CONSTRUCTION,23-Apr-2026 10:35 AM,Accepted-AOC,accepted,12-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,AOC
