Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,30-Mar-2026 11:39 AM,30-Mar-2026 12:00 PM,techsummary_2099941.pdf (868.63 KB),Technical,Bid Opening Summary,Praveen Kumar,30-Mar-2026 11:25 AM,,26-May-2026,INR 100,90.0,Virendra Kumar Pandey,26-May-2026 04:25 PM,16.pdf (55.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1126057_16,2422/RED Tender KUSHINAGAR,Nagar Palika Parishad Padrauna ke Tilak Nagar me Vijay Prakash LBC ke ghar se Chaube ji ke ghar tak CC road ka nirman karya.,1,5981149,M/S AJAY KUMAR LOHIA CONTRACTOR AND SUPPLIERS,17-Mar-2026 05:45 PM,Accepted-AOC,L1,26-May-2026 04:26 PM,1.0,5981149.0,M/S AJAY KUMAR LOHIA CONTRACTOR AND SUPPLIERS,INR,100.0,Finance,Bid Opening Summary,Praveen Kumar,30-Mar-2026 12:50 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,26-May-2026 04:09 PM,finsummary_2099941.pdf (54.61 KB),AOC,17-Mar-2026 09:00 AM,23-Mar-2026 03:00 PM,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,"25,000",No,fixed,,Nil,Nil,752.0,Nil,Nil,No,1.0,SBI Bank,EE RED KUSHINAGAR,EE RED KUSHINAGAR,Nagar Palika Parishad Padrauna ke Tilak Nagar me Vijay Prakash LBC ke ghar se Chaube ji ke ghar tak CC road ka nirman karya.,Nagar Palika Parishad Padrauna ke Tilak Nagar me Vijay Prakash LBC ke ghar se Chaube ji ke ghar tak CC road ka nirman karya.,Please refer Tender documents. ,NA ,"12,46,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2422/RED Tender KUSHINAGAR,2026_REDUP_1126057_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5981170,YUVRAJ CONSTRUCTION,17-Mar-2026 05:24 PM,Rejected-Finance,L2,26-May-2026 04:09 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,AOC
