Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,94/ST/date 17.03.2026,2026_REDUP_1135410_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,GRAM SABHA PALI ME LINK ROAD SE MUNNA SHARMA KE KHET TAK C.C. ROAD NIRMAN KARY,GRAM SABHA PALI ME LINK ROAD SE MUNNA SHARMA KE KHET TAK C.C. ROAD NIRMAN KARY,Please refer Tender documents. ,NA ,"11,55,000",Civil Works,NA ,Tender,90.0,90.0,GHAZIPUR,226007.0,NA ,NA ,NA ,OFFICE E.E. R.E.D. GHAZIPUR,No ,No,"23,100",No,percentage,2.0%,Nil,Nil,"2,860",Nil,Nil,No,1.0,SBI Bank,E.E. R.E.D. GHAZIPUR,OFFICE E.E. R.E.D. GHAZIPUR,1,Fee/PreQual/Technical,.pdf,fee and document,10-Apr-2026 11:00 AM,18-Apr-2026 12:30 PM,10-Apr-2026 11:00 AM,18-Apr-2026 12:00 PM,NA ,NA ,10-Apr-2026 11:00 AM,18-Apr-2026 12:00 PM,28-Apr-2026 01:00 PM,AOC,EE,Internal,AE DAO,Puneet Kumar,25-Apr-2026 07:04 PM,28-Apr-2026 01:00 PM,techsummary_2119884.pdf (89.13 KB),Finance,open,Puneet Kumar,29-Apr-2026 04:17 PM,finance_2119884.pdf,BOQ Comparative Chart,EE,Internal,AE DAO,Puneet Kumar,12-May-2026 05:45 PM,finsummary_2119884.pdf (482.22 KB),Technical,open,Puneet Kumar,18-Apr-2026 03:58 PM,technical_2119884.pdf,1,6049764,AABSHAR ALI,15-Apr-2026 05:17 PM,Rejected-Finance,L2,12-May-2026 05:45 PM,1.0,6048941.0,M/S MAHADEV CONSTRUCTION,INR,"1,360,328",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,2026_REDUP_1135410_3,94/ST/date 17.03.2026,GRAM SABHA PALI ME LINK ROAD SE MUNNA SHARMA KE KHET TAK C.C. ROAD NIRMAN KARY,12-May-2026,"INR 1,360,328",90.0,Puneet Kumar,12-May-2026 05:47 PM,pali.pdf (128.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6048941,M/S MAHADEV CONSTRUCTION,15-Apr-2026 02:10 PM,Accepted-AOC,L1,12-May-2026 05:47 PM,,,,,,,,,,,,,,,,,AOC
