Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
17-Feb-2026,"INR 164,309.8",15.0,deena nath maurya,11-May-2026 10:39 AM,agno417.pdf (759.00 KB),AOC,1,5837297,M/S KISHORE KUMAR,02-Feb-2026 10:39 AM,Rejected-AOC,L2,11-May-2026 10:39 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_9,08/AEIV/2025-26,"General Repairing of room no. 305 and 307 at Dr. Ram Manohar Lohiya Parikalp Bhawan, Telibagh, Lucknow.(Lot No.09)",1.0,5836971.0,M/S MOHIT ENTERPRISES,INR,"164,309.8",Finance,Boq Summary,deena nath maurya,09-Feb-2026 11:53 AM,finance_2048744.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,06-Feb-2026 01:39 PM,09-Feb-2026 10:00 AM,techsummary_2048744.pdf (1096.96 KB),Technical,summary,deena nath maurya,06-Feb-2026 12:14 PM,technical_2048744.pdf,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,11-Feb-2026 01:32 PM,finsummary_2048744.pdf (1096.96 KB),AOC,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,590.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Assistant Engineer IV,LDSC Lucknow,"3,300",No,fixed,,Nil,Nil,27-Jan-2026 12:00 PM,02-Feb-2026 03:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,27-Jan-2026 12:00 PM ,02-Feb-2026 12:00 PM ,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,"General Repairing of room no. 305 and 307 at Dr. Ram Manohar Lohiya Parikalp Bhawan, Telibagh, Lucknow.(Lot No.09)","General Repairing of room no. 305 and 307 at Dr. Ram Manohar Lohiya Parikalp Bhawan, Telibagh, Lucknow.(Lot No.09)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,"Parikalp Bhawan Telibagh, Lucknow.",226002.0,NA ,NA ,NA ,canal Colony,No ,No,AOC
,,,,,,,2,5836971,M/S MOHIT ENTERPRISES,02-Feb-2026 12:29 AM,Accepted-AOC,L1,11-May-2026 10:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
