S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage
1.0,6029100.0,NARAYAN CONSTRUCTION,INR,"1,804,468",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1113367_2,3222/RED/Tender/2025-269 Date 14-01-2026,2- Vikas Khand Gursarai ke Gram Evoni main Dr. Maan Singh Rajpoot ke makan se Krapa Shrivas ke makan ki aur C.C Sadak abam Nali Nirman karya.,1,6029129,LUCKY ENTERPRISES,06-Apr-2026 04:50 AM,Rejected-Finance,n,11-May-2026 05:38 PM,11-May-2026,"INR 1,804,468",90.0,RAJNEESH KUMAR,11-May-2026 05:55 PM,ovni123.pdf (346.00 KB),final,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,11-May-2026 05:38 PM,finsummary_2060624.pdf (345.59 KB),Technical,FINAL,RAJNEESH KUMAR,27-Apr-2026 03:36 PM,technical_2060624.pdf,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,27-Apr-2026 03:46 PM,02-May-2026 12:30 PM,techsummary_2060624.pdf (645.13 KB),Finance,final,RAJNEESH KUMAR,11-May-2026 05:32 PM,,BOQ Comparative Chart,AOC,EE RED Jhansi,EE RED Jhansi,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3222/RED/Tender/2025-269 Date 14-01-2026,2026_REDUP_1113367_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,07-Feb-2026 06:00 PM,06-Apr-2026 03:30 PM,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,NA ,NA ,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,02-May-2026 12:30 PM,2- Vikas Khand Gursarai ke Gram Evoni main Dr. Maan Singh Rajpoot ke makan se Krapa Shrivas ke makan ki aur C.C Sadak abam Nali Nirman karya.,2- Vikas Khand Gursarai ke Gram Evoni main Dr. Maan Singh Rajpoot ke makan se Krapa Shrivas ke makan ki aur C.C Sadak abam Nali Nirman karya.,Please refer Tender documents. ,NA ,"18,15,000",Civil Works,NA ,Tender,90.0,90.0,2- Vikas Khand Gursarai ke Gram Evoni main Dr. Maa,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,1,Fee/PreQual/Technical,.pdf,sbd,1.0,date6,Date,,"91,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,2,6029100,NARAYAN CONSTRUCTION,06-Apr-2026 05:10 AM,Accepted-AOC,f,11-May-2026 05:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,AOC
