Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage
22-May-2026,"INR 1,404,863",30.0,Madan Pal,22-May-2026 01:32 PM,tech.pdf (24.00 KB),1,5931049,Shah Enterprises,26-Feb-2026 10:56 PM,Rejected-AOC,L2,22-May-2026 01:32 PM,Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114469_1,6027 B,Construction of cc road and nali from gali no. 07 rehmani chowk to usman house for habib garh road at ward no. 67,1.0,5935712.0,S.S. CONSTRUCTION,INR,"1,404,863",Technical,Admitted,Madan Pal,25-Mar-2026 12:01 PM,technical_2066662.pdf,Suresh Chand,Internal,,Madan Pal,22-May-2026 01:21 PM,finsummary_2066662.pdf (23.81 KB),Finance,Admitted,Madan Pal,21-Apr-2026 07:11 PM,finance_2066662.pdf,BOQ Comparative Chart,Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 02:01 PM,20-Apr-2026 02:05 PM,techsummary_2066662.pdf (22.89 KB),AOC,chief Engineer Nagar Nigam Saharanpur,chief Engineer Nagar Nigam Saharanpur,Saharanpur Municipal Corporation Saharanpur UP,6027 B,2026_NNSAH_1114469_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Construction of cc road and nali from gali no. 07 rehmani chowk to usman house for habib garh road at ward no. 67,Date,,Construction of cc road and nali from gali no. 07 rehmani chowk to usman house for habib garh road at ward no. 67,Construction of cc road and nali from gali no. 07 rehmani chowk to usman house for habib garh road at ward no. 67,Please refer Tender documents. ,NA ,"14,96,127",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,"1,298",Nil,Nil,No,11-Feb-2026 06:00 PM,28-Feb-2026 11:00 AM,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,20-Apr-2026 02:05 PM,"1,49,613",No,percentage,10.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical,1.0,SBI Bank,AOC
,,,,,,2,5935712,S.S. CONSTRUCTION,27-Feb-2026 05:47 AM,Accepted-AOC,L1,22-May-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,AOC
,,,,,,3,5936337,YAMUNA ENTERPRISES,27-Feb-2026 09:55 AM,Rejected-AOC,L3,22-May-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
