Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
19-May-2026,"INR 2,048,582.84",90.0,SATYA PRIYA,25-May-2026 02:59 PM,LOA319.pdf (628.00 KB),Lowest Bidder,1.0,6083425.0,M/S CHHOTEY LAL KURIL,INR,"2,048,582.84",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,2026_UPPRC_1142771_3,02/PM-10/UPPCL/2026-27/Dated 23.04.2026,BOUNDARY WALL AT AUTONOMOUS STATE MEDICAL COLLEGE AT KANPUR DEHAT DISTRICT KANPUR (U.P.),1,6083425,M/S CHHOTEY LAL KURIL,04-May-2026 02:49 PM,Accepted-AOC,L1,25-May-2026 02:59 PM,Technical,Summary1142771_2,SATYA PRIYA,09-May-2026 09:59 AM,technical_2134262.pdf,"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCT.,UNIT-10,KANPUR",SATYA PRIYA,18-May-2026 08:16 PM,finsummary_2134262.pdf (1085.84 KB),Finance,Summary1142771_3,SATYA PRIYA,18-May-2026 08:09 PM,finance_2134262.pdf,BOQ Comparative Chart,"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCT.,UNIT-10,KANPUR",SATYA PRIYA,09-May-2026 10:22 AM,11-May-2026 09:00 AM,techsummary_2134262.pdf (1085.84 KB),AOC,"5,900",Nil,Nil,No,27-Apr-2026 06:00 PM,04-May-2026 04:00 PM,27-Apr-2026 06:00 PM,04-May-2026 03:00 PM,NA ,NA ,27-Apr-2026 06:00 PM,04-May-2026 03:00 PM,11-May-2026 09:00 AM,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,02/PM-10/UPPCL/2026-27/Dated 23.04.2026,2026_UPPRC_1142771_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"41,000",Yes,fixed,,Nil,Nil,"PM,UNIT-10,UPPCL","Project Manager, U.P. Projects Corporation Ltd., Unit-10, Udayog Kunj Road Near Haluwakhada (Rajwaha) Nauraiya Kheda (Nahar Kothi), Dada Nagar, Kanpur",BOUNDARY WALL AT AUTONOMOUS STATE MEDICAL COLLEGE AT KANPUR DEHAT DISTRICT KANPUR (U.P.),BOUNDARY WALL AT AUTONOMOUS STATE MEDICAL COLLEGE AT KANPUR DEHAT DISTRICT KANPUR (U.P.),BOUNDARY WALL AT AUTONOMOUS STATE MEDICAL COLLEGE AT KANPUR DEHAT DISTRICT KANPUR (U.P.) ,NA ,,Civil Works,NA ,Tender,90.0,90.0,KANPUR DEHAT,208014.0,NA ,NA ,NA ,"PM,UNIT-10,UPPCL",No ,No,AOC
,,,,,,,,,,,,,,,,2,6085235,M/S KAMAKHYA KIRTI ENTERPRISES,04-May-2026 02:36 PM,Rejected-AOC,L2,25-May-2026 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
