S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,SBI Bank,"Vidhayak Nivas-6, Park Road sthit Awas No.-C-2 mein kitchen cabinet/cupboard banana va atirikt bathroom ka naveenikaran karne ke saath anya avashyak vibhinn karya.","Vidhayak Nivas-6, Park Road sthit Awas No.-C-2 mein kitchen cabinet/cupboard banana va atirikt bathroom ka naveenikaran karne ke saath anya avashyak vibhinn karya.",Please refer Tender documents. ,NA ,"3,33,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,31-Jan-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,"33,300",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,30-Jan-2026 09:00 AM,04-Feb-2026 12:30 PM,30-Jan-2026 09:00 AM,04-Feb-2026 12:00 PM,NA ,NA ,30-Jan-2026 09:00 AM,04-Feb-2026 12:00 PM,770.0,Nil,Nil,No,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,140/E-Tender/2025-26 dt. 22.01.2026,2026_PWDBL_1110649_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,07-May-2026 03:22 PM,finsummary_2051158.pdf (2520.99 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,07-May-2026 03:19 PM,techsummary_2051158.pdf (2520.99 KB),1.0,5841399.0,RATAN ENTERPRISES,INR,"329,044",Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1110649_1,140/E-Tender/2025-26 dt. 22.01.2026,"Vidhayak Nivas-6, Park Road sthit Awas No.-C-2 mein kitchen cabinet/cupboard banana va atirikt bathroom ka naveenikaran karne ke saath anya avashyak vibhinn karya.",1,5841410,M.K ENTERPRISES,04-Feb-2026 03:33 AM,Rejected-Finance,Financial bid Rejected due to L2,07-May-2026 03:22 PM,07-May-2026,"INR 329,044",30.0,DILIP KUMAR,07-May-2026 03:27 PM,622.pdf (600.00 KB),AOC for Acceptance No 622 date 30.03.2026,Finance,Evaluation Letter,DILIP KUMAR,16-Feb-2026 01:06 PM,finance_2051158.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5841399,RATAN ENTERPRISES,04-Feb-2026 03:23 AM,Accepted-AOC,Financial bid is accepted at the Price Rs. 329044.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,07-May-2026 03:27 PM,,,,,,,,,,,,,,AOC
