S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
1.0,6083222.0,DENESH KUMAR SEHGAL,INR,"4,087,748.8",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1142094_1,1089/RED/Tender-Jhansi/2025-26 Dt. 19.03.2026,Todi Fatehpur nagar main moholla Fatehpur main samudayik Vivah Ghar ka nirman karya,1,6083222,DENESH KUMAR SEHGAL,02-May-2026 03:33 PM,Accepted-AOC,Y,29-May-2026 04:27 PM,29-May-2026,"INR 4,087,748.8",120.0,Chaman Srivastava,29-May-2026 04:27 PM,Todifatehpurnagar.pdf (343.00 KB),final,Rajneesh Kumar,Internal,SE Jhansi EE Jhansi EE jalaun DAO Jhansi,RAJNEESH KUMAR,13-May-2026 05:18 PM,19-May-2026 12:30 PM,techsummary_2133098.pdf (153.02 KB),Finance,final,Chaman Srivastava,29-May-2026 03:38 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,SE JHANSI EE JHANSI EE JALAUN DAO,Chaman Srivastava,29-May-2026 03:41 PM,finsummary_2133098.pdf (342.75 KB),Technical,final,RAJNEESH KUMAR,13-May-2026 05:15 PM,technical_2133098.pdf,AOC,25-Apr-2026 05:00 PM,04-May-2026 03:30 PM,25-Apr-2026 05:00 PM,04-May-2026 03:00 PM,NA ,NA ,25-Apr-2026 05:00 PM,04-May-2026 03:00 PM,19-May-2026 12:30 PM,1,Fee/PreQual/Technical,.pdf,sbd,"82,000",Yes,fixed,,Nil,Nil,Todi Fatehpur nagar main moholla Fatehpur main samudayik Vivah Ghar ka nirman karya,Todi Fatehpur nagar main moholla Fatehpur main samudayik Vivah Ghar ka nirman karya,Please refer Tender documents. ,NA ,"40,72,000",Civil Works,NA ,Tender,90.0,120.0,Todi Fatehpur nagar main moholla Fatehpur main sam,284003.0,NA ,NA ,NA ,SE RED Circle Jhansi,No ,No,SE RED Circle Jhansi,SE RED Circle Jhansi,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,1089/RED/Tender-Jhansi/2025-26 Dt. 19.03.2026,2026_REDUP_1142094_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,2,6083235,RAJPOOT CONSTRUCTION COMPANY,02-May-2026 06:14 PM,Rejected-Finance,N,29-May-2026 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
