Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
CONSTRUCTION OF COUNTER BERM WITH RETAINING WALL FROM KM. 50.000 TO 50.800 OF BANSGAON DY.,CONSTRUCTION OF COUNTER BERM WITH RETAINING WALL FROM KM. 50.000 TO 50.800 OF BANSGAON DY.,Please refer Tender documents. ,NA ,"1,75,04,000",Civil Works,NA ,Tender,90.0,180.0,Gorakhpur,273001.0,NA ,NA ,NA ,"S.E, Irrigation Construction Circle, Basti",No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,"3,50,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",08/S.E/2025-26,2026_UPIDC_1112047_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"S.E, Irrigation Construction Circle, Basti","S.E, Irrigation Construction Circle, Basti","4,065",Nil,Nil,No,05-Feb-2026 06:00 PM,12-Feb-2026 03:30 PM,05-Feb-2026 06:00 PM,12-Feb-2026 03:00 PM,NA ,NA ,06-Feb-2026 10:00 AM,12-Feb-2026 03:00 PM,26-Feb-2026 01:00 PM,AOC,Finance,Admitted,Ramesh Prasad,27-Feb-2026 06:07 PM,,BOQ Comparative Chart,Ramesh Prasad,Internal,Anand Kumar Anand,Ramesh Prasad,23-Feb-2026 04:28 PM,26-Feb-2026 01:00 PM,techsummary_2056311.pdf (4073.29 KB),Technical,Admitted,Ramesh Prasad,23-Feb-2026 04:16 PM,,Ramesh Prasad,Internal,Anand Kumar Anand,Ramesh Prasad,27-Feb-2026 06:36 PM,finsummary_2056311.pdf (781.75 KB),17-Mar-2026,"INR 13,682,629.05",180.0,Ramesh Prasad,16-Apr-2026 06:17 PM,33.pdf (443.00 KB),AOC,1.0,5864936.0,M/S Damyanti Singh,INR,"13,682,629.05","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",2026_UPIDC_1112047_2,08/S.E/2025-26,CONSTRUCTION OF COUNTER BERM WITH RETAINING WALL FROM KM. 50.000 TO 50.800 OF BANSGAON DY.,1,5862953,ARVIND KUMAR SINGH,12-Feb-2026 02:47 PM,Rejected-Technical,As Per Uploaded,23-Feb-2026 04:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5863901,M/S AJAY CONSTRUCTION COMPANY,12-Feb-2026 10:31 AM,Rejected-Finance,L3,27-Feb-2026 06:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5865196,M/S ARYAN ENTERPRISES,12-Feb-2026 02:49 PM,Rejected-Technical,As Per Uploaded,23-Feb-2026 04:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5864936,M/S Damyanti Singh,12-Feb-2026 01:59 PM,Accepted-AOC,L1,16-Apr-2026 06:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5864469,M/S PRABHAT TRADERS,12-Feb-2026 01:44 PM,Rejected-Finance,L2,27-Feb-2026 06:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5862559,SHREEASHOK,11-Feb-2026 03:43 PM,Rejected-Finance,L4,27-Feb-2026 06:36 PM,AOC
