Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,All bids and affidavit submitted,Nanak Chand,20-Feb-2026 06:52 PM,finance_2066371.pdf,BOQ Comparative Chart,1.0,5864678.0,MAA GYANVATI CONSTRUCTION COMPANY,INR,"489,505","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1114378_1,521/AA-4/25-26,Supply of red sand stone at Rambagh dump under Zone-04.,1,5864732,A & A CONSTRUCTION,12-Feb-2026 01:07 PM,Rejected-Finance,L2 Bidder,20-Feb-2026 07:06 PM,30-Mar-2026,"INR 489,505",30.0,Nanak Chand,08-Apr-2026 07:54 PM,red_sand_stone_rambag_AOC.pdf (1038.00 KB),AOC issued,"Jr. Engg., Exe. Engg.",Internal,"Jr. Engg., Exe. Engg.",Nanak Chand,20-Feb-2026 07:03 PM,techsummary_2066371.pdf (213.72 KB),"Jr. Engg., Exe. Engg.",Internal,"Jr. Engg., Exe. Engg.",Nanak Chand,20-Feb-2026 07:06 PM,finsummary_2066371.pdf (401.58 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,1.0,SBI Bank,Supply of red sand stone at Rambagh dump under Zone-04.,Supply of red sand stone at Rambagh dump under Zone-04.,Please refer Tender documents. ,NA ,"4,94,450",Civil Works,NA ,Tender,90.0,30.0,Rambagh dump under Zone-04.,208001.0,NA ,NA ,NA ,"Chief Engineer Office, KNN, Motijheel, Kanpur",No ,No,590.0,Nil,Nil,No,11-Feb-2026 11:00 AM,12-Feb-2026 04:00 PM,11-Feb-2026 11:00 AM,12-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 11:00 AM,12-Feb-2026 03:00 PM,"Kanpur Municipal Corporation, Kanpur, UP",521/AA-4/25-26,2026_NNKAN_1114378_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Chief Engineer, KNN","Chief Engineer Office, KNN, Motijheel, Kanpur","49,445",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,5864723,DURGA ENTERPRISES,12-Feb-2026 01:06 PM,Rejected-Finance,L3 Bidder,20-Feb-2026 07:06 PM,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Scan copy of pending work affidavit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5864678,MAA GYANVATI CONSTRUCTION COMPANY,12-Feb-2026 12:57 PM,Accepted-AOC,AOC issue,08-Apr-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
