Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
04-Apr-2026,"INR 1,734,750",120.0,RAJNEESH KUMAR,04-Apr-2026 06:16 PM,chauthameel.pdf (368.00 KB),FINAL,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1108513_1,2811/EE/RED/Tender/25-26 Dt. 04.12.2025,Block Gursarai-Garautha marg par Chautha meel se Khairokhar jane wale Raste par Kunwar Yogendra Singh ki Smirti Dwar ka nirman karya.,1.0,5868303.0,M/S GIRI CONSTRUCTION,INR,"1,734,750",1,5891221,LUCKY ENTERPRISES,20-Feb-2026 05:23 AM,Rejected-Finance,N,04-Apr-2026 06:13 PM,Technical,final,RAJNEESH KUMAR,20-Mar-2026 06:03 PM,technical_2046446.pdf,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,04-Apr-2026 06:13 PM,finsummary_2046446.pdf (367.65 KB),Finance,final,RAJNEESH KUMAR,04-Apr-2026 06:11 PM,finance_2046446.pdf,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,20-Mar-2026 06:07 PM,28-Mar-2026 12:30 PM,techsummary_2046446.pdf (299.63 KB),AOC,"2,354",Nil,Nil,No,Block Gursarai-Garautha marg par Chautha meel se Khairokhar jane wale Raste par Kunwar Yogendra Singh ki Smirti Dwar ka nirman karya.,Block Gursarai-Garautha marg par Chautha meel se Khairokhar jane wale Raste par Kunwar Yogendra Singh ki Smirti Dwar ka nirman karya.,Please refer Tender documents. ,NA ,"18,20,000",Civil Works,NA ,Tender,90.0,120.0,Block Gursarai-Garautha marg par Chautha meel se K,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,"92,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,sbd,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2811/EE/RED/Tender/25-26 Dt. 04.12.2025,2026_REDUP_1108513_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Date Extend,Date,,EE RED Jhansi,EE RED Jhansi,22-Jan-2026 03:00 PM,20-Feb-2026 03:30 PM,22-Jan-2026 03:00 PM,20-Feb-2026 12:00 PM,NA ,NA ,22-Jan-2026 03:00 PM,20-Feb-2026 12:00 PM,28-Mar-2026 12:30 PM,AOC
,,,,,,,,,,,,,,,,2,5868303,M/S GIRI CONSTRUCTION,20-Feb-2026 05:11 AM,Accepted-AOC,Y,04-Apr-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
