Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Khoda Makanpur Ghaziabad,201.0,2026_DOLBU_1120653_1,Yes,Open Tender,Percentage,Works,3.0,No,No,Offline,No,No,No,28-Feb-2026 10:00 AM,20-Mar-2026 02:00 PM,28-Feb-2026 10:00 AM,20-Mar-2026 12:00 PM,NA ,NA ,28-Feb-2026 10:00 AM,20-Mar-2026 12:00 PM,24-Mar-2026 10:00 AM,"17,008",eo,NPP KHORA MAKANPUR,No,EO,NPP KHORA MAKANPUR,1.0,Fee,.pdf,FEE AND EMD,"14,41,400",No,percentage,10.0%,eo,NPP KHORA MAKANPUR,In ward no. 18 in the municipal area Substation and Power Connection and Stand by Pumping work for CWR WORK.,In ward no. 18 in the municipal area Substation and Power Connection and Stand by Pumping work for CWR WORK.,Please refer Tender documents. ,NA ,"1,44,14,000",Water Supply,NA ,Tender,30.0,180.0,npp khora makanpur,201309.0,NA ,NA ,NA ,NPP KHORA MAKANPUR,No ,No,1.0,RTGS - RTGS Payment,AOC,Finance,OPEN,Navneet Gupta,25-Mar-2026 04:09 PM,finance_2084705.pdf,BOQ Comparative Chart,EO,Internal,CLK JE EO,Navneet Gupta,23-Mar-2026 03:37 PM,24-Mar-2026 10:00 AM,techsummary_2084705.pdf (94.85 KB),Technical,OPEN,Navneet Gupta,23-Mar-2026 02:55 PM,technical_2084705.pdf,EO,Internal,CLK JE EO,Navneet Gupta,25-Mar-2026 04:15 PM,finsummary_2084705.pdf (94.85 KB),31-Mar-2026,"INR 14,401,027",180.0,Navneet Gupta,01-Apr-2026 12:05 PM,1.pdf (339.00 KB),AOC,1.0,5989948.0,AGARWAL INFRATECH,20-Mar-2026 11:13 AM,Rejected-Finance,L2,25-Mar-2026 04:15 PM,1.0,5992162.0,M/S LISA CONSTRUCTION,INR,"14,401,027",Directorate of Local Bodies UP||Nagar Palika Parishad Khoda Makanpur Ghaziabad,2026_DOLBU_1120653_1,201.0,In ward no. 18 in the municipal area Substation and Power Connection and Stand by Pumping work for CWR WORK.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5992325.0,M/S HANUMAT ENTERPRISES,20-Mar-2026 11:51 AM,Rejected-Finance,L3,25-Mar-2026 04:15 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,ESTIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5992162.0,M/S LISA CONSTRUCTION,20-Mar-2026 11:27 AM,Accepted-AOC,AOC,01-Apr-2026 12:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
