Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124911_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,13-Mar-2026 02:00 PM,04-Apr-2026 12:00 PM,13-Mar-2026 02:00 PM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 02:00 PM,02-Apr-2026 05:00 PM,09-Apr-2026 06:00 PM,1,DD - Demand Draft,39-npp sandila me wno22 dr. faisal se muneer kharadi ke makan tak cc sadak va nali nirman karya,39-npp sandila me wno22 dr. faisal se muneer kharadi ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"2,46,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,"20,900",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,247.0,adhishashi adhikari nagar palika parishad,sandila,No,1.0,Fee/PreQual/Technical,.pdf,TECH,EO and JE,SANDILA,AOC,eo and je,Internal,,gaurav Shukla,09-Apr-2026 05:54 PM,09-Apr-2026 06:00 PM,techsummary_2096501.pdf (108.48 KB),Finance,PARVEZ ALAM CONTRACTOR AND SUPPLIERS WINNER,Shiv Kumar,10-Apr-2026 03:40 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,10-Apr-2026 06:09 PM,finsummary_2096501.pdf (148.90 KB),Technical,4 bidder admitted,Shiv Kumar,09-Apr-2026 05:16 PM,,1.0,6025364.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,INR,"202,925.4",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124911_1,1298/NP/NV/RVA/2025-26,39-npp sandila me wno22 dr. faisal se muneer kharadi ke makan tak cc sadak va nali nirman karya,1.0,6025560.0,M/S ABDUL MOIZ CONTRACTOR,01-Apr-2026 02:24 PM,Rejected-AOC,L3,10-Apr-2026 04:39 PM,10-Apr-2026,"INR 202,925.4",60.0,Shiv Kumar,10-Apr-2026 04:39 PM,39.pdf (149.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6025364.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,01-Apr-2026 12:39 PM,Accepted-AOC,L1,10-Apr-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6024376.0,M/S SANJAY TIWARI CONTRACTOR,31-Mar-2026 03:03 PM,Rejected-AOC,L2,10-Apr-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6025585.0,STAR BUILDERS & SUPPLIERS,01-Apr-2026 02:45 PM,Rejected-AOC,L4,10-Apr-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
