EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"54,000",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,EO and JEsandila,sandila,1,DD - Demand Draft,19-npp sandila me wn21 me munnu ke makan se meraj ansari se markaz madarse se jameel ahmad ke makan tak cc sadak va nali nirman karya,19-npp sandila me wn21 me munnu ke makan se meraj ansari se markaz madarse se jameel ahmad ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"6,34,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,1.0,Fee/PreQual/Technical,.pdf,tech,23-Mar-2026 01:00 PM,13-Apr-2026 12:00 PM,23-Mar-2026 01:00 PM,13-Apr-2026 09:00 AM,NA ,NA ,23-Mar-2026 01:00 PM,13-Apr-2026 09:00 AM,20-Apr-2026 06:55 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1342/NP/NV/RVA/2025-26,2026_DOLBU_1129157_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,634.0,adhishashi adhikari nagar palika parishad,sandila,No,AOC,Finance,ARVEZ ALAM CONTRACTOR AND SUPPLIERS WINNER,Shiv Kumar,21-Apr-2026 03:13 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,20-Apr-2026 06:44 PM,20-Apr-2026 06:55 PM,techsummary_2106295.pdf (108.88 KB),Technical,5 ADMITTED,Shiv Kumar,20-Apr-2026 06:31 PM,,eo and je,Internal,,Shiv Kumar,21-Apr-2026 03:15 PM,finsummary_2106295.pdf (152.78 KB),21-Apr-2026,"INR 490,716",60.0,Shiv Kumar,21-Apr-2026 03:18 PM,19.pdf (153.00 KB),1.0,6042118.0,M/S ABDUL MOIZ CONTRACTOR,12-Apr-2026 01:23 PM,Rejected-AOC,L3,21-Apr-2026 03:18 PM,1.0,6042501.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,INR,"490,716",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1129157_1,1342/NP/NV/RVA/2025-26,19-npp sandila me wn21 me munnu ke makan se meraj ansari se markaz madarse se jameel ahmad ke makan tak cc sadak va nali nirman karya,AOC
,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6042501.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,12-Apr-2026 05:14 PM,Accepted-AOC,L1,21-Apr-2026 03:18 PM,,,,,,,,,,AOC
,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6041550.0,M/S SANJAY TIWARI CONTRACTOR,12-Apr-2026 11:15 AM,Rejected-AOC,L2,21-Apr-2026 03:18 PM,,,,,,,,,,AOC
,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6040950.0,M/S SUSHIL KUMAR GUPTA CONTRACTOR,11-Apr-2026 11:23 AM,Rejected-AOC,L5,21-Apr-2026 03:18 PM,,,,,,,,,,AOC
,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6042363.0,STAR BUILDERS & SUPPLIERS,12-Apr-2026 04:05 PM,Rejected-AOC,L4,21-Apr-2026 03:18 PM,,,,,,,,,,AOC
,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
