Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,in lottery,DIVAKAR BHASKAR,16-Jan-2026 05:48 PM,,BOQ Comparative Chart,24-Apr-2026,"INR 711,642",45.0,DIVAKAR BHASKAR,27-Apr-2026 12:29 PM,1105492omprakashmanglani.pdf (863.00 KB),"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1105492_1,70/AA-2/24-25,improvement of side patri by I/L tiles from Mohan villa to near Saini house D-Block ward 74 zone 02.,1.0,5806491.0,M/s Om prakash manglani,INR,"711,642",1,5804441,DEV CONSTRUCTIONS AND SUPPLIERS,14-Jan-2026 05:32 PM,Rejected-Finance,L1,12-Feb-2026 06:25 PM,CE,Internal,,DIVAKAR BHASKAR,12-Feb-2026 06:21 PM,techsummary_2039756.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,12-Feb-2026 06:25 PM,finsummary_2039756.pdf (265.53 KB),AOC,12-Jan-2026 09:00 AM,16-Jan-2026 04:00 PM,12-Jan-2026 09:00 AM,16-Jan-2026 03:00 PM,NA ,NA ,12-Jan-2026 09:00 AM,16-Jan-2026 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,"CHIEF ENGINEER, KMC",motijheel,"Kanpur Municipal Corporation, Kanpur, UP",70/AA-2/24-25,2026_NNKAN_1105492_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,"98,793",No,percentage,10.0%,Nil,Nil,"1,180",Nil,Nil,No,improvement of side patri by I/L tiles from Mohan villa to near Saini house D-Block ward 74 zone 02.,improvement of side patri by I/L tiles from Mohan villa to near Saini house D-Block ward 74 zone 02.,Please refer Tender documents. ,NA ,"9,87,926",Civil Works,NA ,Tender,90.0,45.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,2,5803892,Maa Kushmanda Construction,15-Jan-2026 02:51 PM,Rejected-Finance,L1,12-Feb-2026 06:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,5805211,M/S MA DURGA ENTERPRISES,14-Jan-2026 11:33 PM,Rejected-Finance,L1,12-Feb-2026 06:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,5806491,M/s Om prakash manglani,16-Jan-2026 11:46 AM,Accepted-AOC,aoc,27-Apr-2026 12:29 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,5807342,M/S SAHIL TRADERS,15-Jan-2026 07:49 PM,Rejected-Finance,L1,12-Feb-2026 06:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,5809045,M/S Sikander Suppliers,16-Jan-2026 01:06 PM,Rejected-Finance,L1,12-Feb-2026 06:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,7,5809082,M/S STUTI CONSTRUCTIONS,16-Jan-2026 01:19 PM,Rejected-Finance,L1,12-Feb-2026 06:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,8,5809372,M/s Vikram Enterprises,16-Jan-2026 02:40 PM,Rejected-Finance,L1,12-Feb-2026 06:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,9,5808904,RADHE RADHE ENTERPRISES,16-Jan-2026 12:32 PM,Rejected-Finance,L1,12-Feb-2026 06:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
