Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
06-Feb-2026 10:00 AM,12-Feb-2026 10:00 AM,06-Feb-2026 10:00 AM,12-Feb-2026 10:00 AM,NA ,NA ,06-Feb-2026 10:00 AM,12-Feb-2026 10:00 AM,23-Feb-2026 05:00 PM,795.0,Nil,Nil,No,Clearance of Ghaghauwa Drain from KM 0.000 to KM 6.000 in District Basti,Clearance of Ghaghauwa Drain from KM 0.000 to KM 6.000 in District Basti,Please refer Tender documents. ,NA ,"7,20,000",Civil Works,NA ,Rate Contract,90.0,15.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",06/EE/2025-26,2026_UPIDC_1111706_27,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,1.0,SBI Bank,"14,000",Yes,fixed,,Nil,Nil,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.",AOC,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2026_UPIDC_1111706_27,06/EE/2025-26,Clearance of Ghaghauwa Drain from KM 0.000 to KM 6.000 in District Basti,1,5846773,devendra kumar pandey,07-Feb-2026 10:48 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 03:37 PM,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,25-Feb-2026 03:37 PM,finsummary_2058974.pdf (41.29 KB),Finance,AS PER UPLOAD,Dinesh Mohan,25-Feb-2026 10:50 AM,,BOQ Comparative Chart,1.0,5847317.0,M/S BAJRANG CONSTRUCSON AND SUPPLIRE,INR,"323,451.85",Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,20-Feb-2026 10:07 PM,23-Feb-2026 05:00 PM,techsummary_2058974.pdf (45.27 KB),Technical,AS PER UPLOAD,Dinesh Mohan,20-Feb-2026 08:59 PM,,07-Apr-2026,"INR 323,451.85",15.0,Dinesh Mohan,07-Apr-2026 05:03 PM,13.pdf (190.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,AS PER UPLOAD,,,,,,,,,,,AOC,,,,,2,5852016,M/S AMIT KUMAR SINGH,08-Feb-2026 08:42 PM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5854200,M/S BADRUNNISHA CONTRACTOR,09-Feb-2026 02:33 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5847317,M/S BAJRANG CONSTRUCSON AND SUPPLIRE,07-Feb-2026 03:57 PM,Accepted-AOC,AS PER UPLOAD,07-Apr-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5853794,M/S HARIPAL SINGH,09-Feb-2026 12:10 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,5850923,M/S K. K. CONSTRUCTION,08-Feb-2026 02:27 PM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,5854564,M/S NISHU ENTERPRISES,09-Feb-2026 12:39 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,5853430,M/S OM PRAKASH SINGH CONTRACTOR,08-Feb-2026 05:58 PM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,5852479,M/S OM SAI TRADERS,08-Feb-2026 02:39 PM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,5854488,M/S VATS PANDEY,09-Feb-2026 01:30 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
