EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"10,900",No,fixed,,EE,Fatehpur,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,FDR - Fixed Deposit,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Allahabad II,924/UPRNSS/E-TENDER/2025-26 Date 10.03.2026,2026_UPRNS_1123804_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,"U.P. Rajya Nirman Sahkari Sangh Ltd. Nirman Prakhand Fatehpur. Behind Tambeshwar Temple, Jail Road, Fatehpur. 212601",Construction Of Boundary Wall And 1 Nos Gate At - District Jail Fatehpur In District- Fatehpur,Construction Of Boundary Wall And 1 Nos Gate At - District Jail Fatehpur In District- Fatehpur,Please refer Tender documents. ,NA ,"5,42,877",Civil Works,NA ,Tender,180.0,60.0,Fatehpur,212601.0,NA ,NA ,NA ,Fatehpur,No ,No,11-Mar-2026 06:00 PM,28-Mar-2026 03:00 PM,11-Mar-2026 06:00 PM,28-Mar-2026 02:00 PM,NA ,NA ,11-Mar-2026 06:00 PM,28-Mar-2026 02:00 PM,07-Apr-2026 12:00 PM,"1,770",EE,Fatehpur,Yes,1.0,Date Extend,Date,,AOC,Finance,Financial,DIVAKAR MISHRA,07-Apr-2026 01:57 PM,finance_2093956.pdf,BOQ Comparative Chart,Divakar Kumar Mishra-E.E.,Internal,"Chandra Bhushan Mishra- A.E, Manish Kumar Singh-Accountant",DIVAKAR MISHRA,07-Apr-2026 11:33 AM,07-Apr-2026 12:00 PM,techsummary_2093956.pdf (269.07 KB),Technical,Technical Summary,DIVAKAR MISHRA,07-Apr-2026 11:11 AM,technical_2093956.pdf,Divakar Kumar Mishra-E.E.,Internal,"Chandra Bhushan Mishra- A.E, Manish Kumar Singh-Accountant",DIVAKAR MISHRA,07-Apr-2026 03:29 PM,finsummary_2093956.pdf (269.07 KB),07-Apr-2026,"INR 542,334",60.0,DIVAKAR MISHRA,07-Apr-2026 03:38 PM,AOCBoundrywall.pdf (430.00 KB),AOC,1,5988682,ASHA CONSTRUCTION & SUPPLIERS,21-Mar-2026 07:01 PM,Rejected-Finance,L2,07-Apr-2026 03:29 PM,1.0,6013985.0,M/S NIDHI CONSTRUCTIONS,INR,"542,334",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Allahabad II,2026_UPRNS_1123804_1,924/UPRNSS/E-TENDER/2025-26 Date 10.03.2026,Construction Of Boundary Wall And 1 Nos Gate At - District Jail Fatehpur In District- Fatehpur,AOC
,,,,,,2.0,Finance,.xls,BOQ,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6013985,M/S NIDHI CONSTRUCTIONS,27-Mar-2026 07:54 PM,Accepted-AOC,L1,07-Apr-2026 03:38 PM,,,,,,,,,,AOC
,,,,,,,,.pdf,Attachment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6015416,SHREE MEHANDIPUR BALAJI CONSTRUCTION,28-Mar-2026 12:30 PM,Rejected-Finance,L3,07-Apr-2026 03:29 PM,,,,,,,,,,AOC
